,AIN,TOC Status,confirmTOC,notes,include,Address,cp_casenum,full_approvetime,minus_holddays,zc_floorarea,total_units,aff_units,mr_units,pct_aff,Council District,TOC Dist,ZIPCODE,LV 2012,LV2020,LV 2015,SPA DUMMY,REDEV DUMMY,GEOID,MedianHouseholdIncome16,PerOO16,PerSingFam16,Median HomeValue16,MedianGrossRent16,TOC Dummy,DISC Dummy,cp_filing,cp_complet,cp_approva,permit_num,ladbs_subm,ladbs_perm
83,2764013011,Non-TOC Disc,,,1,9131 N DARBY AVE,CPC-2016-4190-VZC-HD-BL-DB-SPR,657,657,161067,146,17,129,0.116438356,12,-2084.792044,91325,704700,1824900,1270900,0,0,6037115202,49688,39.71816284,55.86136595,431500,1244,0,1,11/3/2016,,6/30/2017,18010-10000-01024,2018-03-08,2018-08-22
84,2786006016,TOC BR,1,,1,8548 N RESEDA BLVD,,880,880,29164,39,5,34,0.128205128,12,-700.6365774,91324,887200,2136000,1530100,0,0,6037115403,41383,29.44664032,42.36641221,475900,1150,1,0,#N/A,#N/A,#N/A,17010-20000-00222,2017-01-20,2019-06-19
85,2787017012,Non-TOC Disc,,,1,17455 W ROSCOE BLVD,CPC-2015-3215-CU-ZV-ZAA-SPR,1536,1536,18823,24,0,24,0,12,4245.079171,91325,704700,1824900,1270900,0,0,6037115401,60665,34.70557582,37.48197982,617000,1232,0,1,8/31/2015,10/28/2015,9/29/2016,18010-20000-02405,5/22/2018,11/14/2019
86,2787019007,Non-TOC Disc,,,1,17361 W ROSCOE BLVD,CPC-2015-3215-CU-ZV-ZAA-SPR,1529,1529,41516,53,0,53,0,12,4702.626135,91325,704700,1824900,1270900,0,0,6037115401,60665,34.70557582,37.48197982,617000,1232,0,1,8/31/2015,10/28/2015,9/29/2016,18010-20000-02403,2018-05-22,2019-11-07
87,4006004011,Non-TOC Disc,,,1,6109 S CRENSHAW BLVD,DIR-2017-499-DB-SPR-SPP,470,385,50643,75,6,69,0.08,8,-2351.069554,90043,1437100,4140200,2489700,1,1,6037234902,25750,17.28907331,30.59033989,344100,966,0,1,2/7/2017,3/8/2017,9/29/2017,17010-10000-01992,5/22/2017,5/23/2018
88,4006020010,TOC DISC,1,,1,6521 S BRYNHURST AVE,DIR-2019-1157-TOC,378,354,44384,41,5,36,0.12195122,8,-1829.110412,90043,1437100,4140200,2489700,1,1,6037234902,25750,17.28907331,30.59033989,344100,966,1,1,2/26/2019,5/1/2019,7/12/2019,19010-20000-02725,6/25/2019,3/10/2020
89,4006022018,Non-TOC BR,,,1,6740 S BRYNHURST AVE,,302,302,15690,12,2,10,0.166666667,8,-2376.435813,90043,1437100,4140200,2489700,1,1,6037235202,25958,25.19978689,38.3950024,345800,1010,0,0,#N/A,#N/A,#N/A,17010-20000-02529,6/28/2017,4/26/2018
90,4103008016,Non-TOC BR,,,1,7001 S LA TIJERA BLVD,,225,225,34190,23,0,23,0,11,-1469.124553,90045,3192300,6669700,4650300,1,0,6037276100,64228,16.48054146,11.28254581,466500,1775,0,0,#N/A,#N/A,#N/A,17010-20000-04647,11/27/2017,7/10/2018
91,4103022009,TOC DISC,1,,1,5506 W THORNBURN ST,DIR-2019-898-TOC,547,532,16803,12,3,9,0.25,11,-471.7620427,90045,3192300,6669700,4650300,1,0,6037276100,64228,16.48054146,11.28254581,466500,1775,1,1,2/12/2019,4/23/2019,5/15/2019,18010-20000-04140,8/23/2018,2/21/2020
92,4108019029,TOC DISC,1,,1,8521 S SEPULVEDA BLVD,DIR-2017-1735-TOC-SPR-CDO,1085,938,75127,87,8,79,0.091954023,11,-2313.137226,90045,3192300,6669700,4650300,1,0,6037277000,132014,80.37718904,85.21816563,893600,1776,1,1,5/1/2017,5/23/2017,4/13/2018,16010-20000-06383,12/29/2016,12/19/2019
93,4110001004,Non-TOC Disc,,,1,6711 S SEPULVEDA BLVD,DIR-2017-4077-DB-WDI-SPR,700,518,160424,180,15,165,0.083333333,11,-2676.637981,90045,3192300,6669700,4650300,1,0,6037277000,132014,80.37718904,85.21816563,893600,1776,0,1,10/10/2017,11/9/2017,10/25/2018,18010-10000-04972,11/5/2018,9/10/2019
94,4110001005,Non-TOC Disc,,,1,6733 S SEPULVEDA BLVD,DIR-2016-1648-SPR,1305,1203,148900,176,0,176,0,11,-2659.599188,90045,3192300,6669700,4650300,1,0,6037277000,132014,80.37718904,85.21816563,893600,1776,0,1,5/10/2016,6/9/2016,7/7/2017,17010-10000-00045,1/6/2017,12/6/2019
95,4113001004,Non-TOC Disc,,,1,1 S LMU DR,DIR-2013-1330-SPP,2300,2300,100064,41,0,41,0,11,459.5082704,90045,3192300,6669700,4650300,1,0,6037276500,83068,62.57142857,85.04043127,796900,2456,0,1,5/3/2013,4/26/2013,5/22/2013,19010-10000-00095,1/14/2019,8/20/2019
96,4208007039,TOC DISC,1,,1,10424 W VENICE BLVD,DIR-2018-3021-TOC,627,487,62319,79,8,71,0.101265823,5,-2438.798179,90066,4282700,9314300,6683500,1,0,6037271801,59091,18.86904762,23.37228715,839200,1458,1,1,5/24/2018,11/7/2018,12/17/2018,18010-10000-02070,5/7/2018,1/24/2020
97,4217016001,Non-TOC BR,,,1,11500 W CULVER BLVD,,294,294,19245.56,15,0,15,0,11,2152.667522,90066,4282700,9314300,6683500,1,0,6037275102,42063,27.4068323,29.74169742,650400,1223,0,0,#N/A,#N/A,#N/A,18010-20000-01789,4/26/2018,2/14/2019
98,4217018032,Non-TOC Disc,,,1,11612 W CULVER BLVD,CPC-2015-4522-DB,851,851,31256,40,4,36,0.1,11,2448.679889,90066,4282700,9314300,6683500,1,0,6037275102,42063,27.4068323,29.74169742,650400,1223,0,1,12/14/2015,1/26/2016,9/12/2016,16010-10000-05035,11/2/2016,4/13/2018
99,4217018032,TOC DISC,1,,1,846 S MARIPOSA AVE,DIR-2018-2943-TOC,1070,1044,29000,38,6,32,0.157894737,10,-6351.686275,90005,2447400,6124200,4652500,0,1,6037275102,42063,27.4068323,29.74169742,650400,1223,0,1,12/14/2015,1/26/2016,9/12/2016,16010-10000-05035,11/2/2016,4/13/2018
100,4221023022,Non-TOC BR,,,1,4965 S CENTINELA AVE,,266,266,25102,25,2,23,0.08,11,520.9462964,90066,4282700,9314300,6683500,1,0,6037275311,86250,45.08474576,57.87700084,767300,1686,0,0,#N/A,#N/A,#N/A,18010-20000-02162,5/11/2018,2/1/2019
101,4221023034,Non-TOC Disc,,,1,4971 S CENTINELA AVE,DIR-2018-2241-WDI,341,341,26700,15,0,15,0,11,449.716741,90066,4282700,9314300,6683500,1,0,6037275311,86250,45.08474576,57.87700084,767300,1686,0,1,#N/A,#N/A,#N/A,18010-20000-04110,8/22/2018,7/29/2019
102,4233018012,Non-TOC BR,,,1,11940 W LOUISE AVE,,478,478,15362,11,0,11,0,11,3139.736706,90066,4282700,9314300,6683500,1,0,6037275200,52829,21.90006169,23.45605701,635300,1288,0,0,#N/A,#N/A,#N/A,18010-20000-02247,5/16/2018,9/6/2019
103,4233020016,Non-TOC Disc,,,1,11955 W CULVER BLVD,CPC-2018-4231-DB-WDI,539,539,24356,24,3,21,0.125,11,3194.179547,90066,4282700,9314300,6683500,1,0,6037275200,52829,21.90006169,23.45605701,635300,1288,0,1,7/20/2018,2/28/2019,4/2/2019,18020-30000-01488,5/22/2018,11/12/2019
104,4233023022,Non-TOC Disc,,,1,11800 W COURTLEIGH DR,TT-77174-CN,544,542,28725,18,0,18,0,11,2723.900022,90066,4282700,9314300,6683500,1,0,6037275200,52829,21.90006169,23.45605701,635300,1288,0,1,9/20/2017,10/31/2017,10/18/2018,17010-20000-02925,7/28/2017,1/23/2019
105,4235002015,Non-TOC Disc,,,1,3827 S FRANCES AVE,DIR-2017-4384-DB,581,553,20481,18,2,16,0.111111111,11,3035.923122,90066,4282700,9314300,6683500,1,0,6037272201,60955,16.58075601,12.11340206,686100,1464,0,1,10/31/2017,1/9/2018,3/29/2018,18010-20000-05418,11/6/2018,6/4/2019
106,4235004001,Non-TOC BR,,,1,12602 W MATTESON AVE,,350,350,22260,15,0,15,0,11,3043.453941,90066,4282700,9314300,6683500,1,0,6037272201,60955,16.58075601,12.11340206,686100,1464,0,0,#N/A,#N/A,#N/A,18010-10000-06102,12/18/2018,12/3/2019
107,4235026016,Non-TOC Disc,,,1,3960 S GRAND VIEW BLVD,CPC-2014-491-VZC-ZAA,2110,1473,44232,50,49,1,0.98,11,2741.326205,90066,4282700,9314300,6683500,1,0,6037272302,50865,12.4742268,15.20581114,712500,1229,0,1,2/11/2014,12/8/2015,5/24/2016,19010-10000-00624,3/11/2019,11/22/2019
108,4236015022,Non-TOC BR,,,1,12807 W MATTESON AVE,,501,501,12622,10,0,10,0,11,1762.998905,90066,4282700,9314300,6683500,1,0,6037272202,64138,22.78325123,15.57881773,647300,1385,0,0,#N/A,#N/A,#N/A,16010-10000-05615,12/9/2016,4/24/2018
109,4236021021,Non-TOC BR,,,1,12800 W ZANJA ST,,288,288,11582,10,0,10,0,11,1878.853452,90066,4282700,9314300,6683500,1,0,6037272202,64138,22.78325123,15.57881773,647300,1385,0,0,#N/A,#N/A,#N/A,18010-10000-00355,2/1/2018,11/16/2018
110,4242033001,Non-TOC BR,,,1,1503 E VENICE BLVD,,319,319,19838,31,0,31,0,1,-9310.442956,90006,1790300,4747900,3046700,0,0,6037221110,30456,9.236569274,22.0508167,509800,925,0,0,#N/A,#N/A,#N/A,19010-10000-00903,3/1/2019,1/14/2020
111,4246027004,Non-TOC Disc,,,1,12575 W VENICE BLVD,DIR-2016-54-DB,1286,1286,43592,52,5,47,0.096153846,11,3319.970924,90066,4282700,9314300,6683500,1,0,6037272100,84557,63.36746303,74.11764706,907500,1626,0,1,1/8/2016,6/27/2016,6/27/2016,19010-10000-00835,2/27/2019,7/17/2019
112,4254024024,Non-TOC Disc,,,1,3355 S OVERLAND AVE,DIR-2017-2229-DB,861,801,30132,41,4,37,0.097560976,5,318.5329167,90034,4181000,9148600,6145700,1,0,6037271701,79009,25.33759773,24.74576271,807000,1649,0,1,6/6/2017,9/1/2017,9/15/2017,16010-30000-02948,7/1/2016,11/9/2018
113,4258009031,Non-TOC Disc,,,1,11671 W NATIONAL BLVD,EIO,447,447,36712.8,46,0,46,0,11,1967.947115,90064,4926800,9808300,7061500,1,0,6037271300,77941,61.6027532,69.63619403,745100,1700,0,1,#N/A,#N/A,#N/A,16010-10000-05944,12/21/2016,3/13/2018
114,4259020900,TOC DISC,1,,1,11998 W MISSOURI AVE,DIR-2018-545-TOC-WDI,640,640,85582,74,73,1,0.986486486,11,-922.3150332,90025,4989000,8523600,6687500,1,0,6037267600,70852,35.00404204,48.74141876,816400,1838,1,1,1/30/2018,2/26/2018,6/21/2018,18010-10000-05182,10/25/2018,11/1/2019
115,4260034024,Non-TOC Disc,,,1,11588 W PICO BLVD,DIR-2018-239-DB-CDO,886,886,12860,21,2,19,0.095238095,11,23.5120985,90064,4926800,9808300,7061500,1,0,6037271200,65931,17.95511222,15.96009975,674700,1604,0,1,1/16/2018,2/21/2018,8/17/2018,16010-30000-06304,12/29/2016,6/3/2019
116,4260037013,TOC DISC,1,,1,2465 S PURDUE AVE,DIR-2018-3411-TOC,813,813,19589,17,3,14,0.176470588,11,-942.0868253,90064,4926800,9808300,7061500,1,0,6037271200,65931,17.95511222,15.96009975,674700,1604,1,1,6/13/2018,7/13/2018,12/19/2018,17010-10000-04353,11/7/2017,1/29/2020
117,4261019006,Non-TOC BR,,,1,1775 S BELOIT AVE,,654,654,17934,16,0,16,0,11,-1930.15401,90025,4989000,8523600,6687500,1,0,6037267300,53954,9.5482068,6.707033069,634900,1439,0,0,#N/A,#N/A,#N/A,18010-10000-00323,2/5/2018,11/21/2019
118,4261020002,TOC DISC,1,,1,11272 W NEBRASKA AVE,DIR-2017-5551-TOC-WDI,419,419,19509,24,3,21,0.125,11,-1589.134655,90025,4989000,8523600,6687500,1,0,6037267700,80826,29.44281525,19.42522618,711800,1705,1,1,12/29/2017,1/19/2018,4/9/2018,18010-30000-02317,5/21/2018,2/21/2019
119,4262006030,Non-TOC Disc,,,1,1500 S GRANVILLE AVE,CPC-2016-2363-DB-SPR,821,821,173791,154,16,138,0.103896104,11,1334.030611,90025,4989000,8523600,6687500,1,0,6037267501,66979,15.50094518,8.097014925,632800,1563,0,1,7/6/2016,8/3/2016,6/30/2017,16010-10000-04258,9/28/2016,10/5/2018
120,4263011009,Non-TOC BR,,,1,1265 S BARRY AVE,,283,283,28857,18,0,18,0,11,-266.2292962,90025,4989000,8523600,6687500,1,0,6037267403,80156,11.0107284,2.325581395,617500,1713,0,0,#N/A,#N/A,#N/A,17010-10000-01890,5/15/2017,2/22/2018
121,4263020011,Non-TOC Disc,,,1,1450 S BARRINGTON AVE,ZA-2017-793-ZAA,567,567,27265,20,0,20,0,11,720.8090909,90025,4989000,8523600,6687500,1,0,6037267403,80156,11.0107284,2.325581395,617500,1713,0,1,2/27/2017,3/24/2017,7/3/2017,17010-10000-02621,7/6/2017,9/17/2018
122,4263023020,Non-TOC Disc,,,1,1301 S WESTGATE AVE,DIR-2014-4773-DB,1178,697,38750,27,2,25,0.074074074,11,1225.550947,90025,4989000,8523600,6687500,1,0,6037267404,70571,12.95336788,1.015531661,698500,2008,0,1,3/31/2015,11/10/2015,9/28/2016,16010-10000-05665,12/13/2016,6/21/2018
123,4263031016,Non-TOC BR,,,1,1439 S ARMACOST AVE,,318,318,28844,18,0,18,0,11,1889.216503,90025,4989000,8523600,6687500,1,0,6037267402,67063,15.34727409,3.489235338,624400,1611,0,0,#N/A,#N/A,#N/A,17010-10000-02522,6/27/2017,5/11/2018
124,4263033056,Non-TOC Disc,,,1,11852 W SANTA MONICA BLVD,DIR-2014-2988-DB,1351,1351,36327,39,5,34,0.128205128,11,1656.584682,90025,4989000,8523600,6687500,1,0,6037267501,66979,15.50094518,8.097014925,632800,1563,0,1,8/15/2014,9/17/2014,12/20/2016,14010-30000-03472,10/28/2014,4/27/2018
125,4263034029,Non-TOC BR,,,1,1532 S BROCKTON AVE,,495,495,41105,29,0,29,0,11,1409.024121,90025,4989000,8523600,6687500,1,0,6037267501,66979,15.50094518,8.097014925,632800,1563,0,0,#N/A,#N/A,#N/A,17010-20000-05063,12/22/2017,5/1/2019
126,4265008042,Non-TOC Disc,,,1,11727 W KIOWA AVE,DIR-2014-2974-DB,1957,1286,17709,13,1,12,0.076923077,11,60.3741209,90049,4506400,8245900,6618200,1,0,6037264301,87525,18.71267419,1.253525541,848300,1873,0,1,8/14/2014,12/12/2016,12/13/2016,19010-30000-01154,3/20/2019,12/23/2019
127,4265015010,Non-TOC Disc,,,1,11837 W MAYFIELD AVE,DIR-2014-4608-DB,1223,1223,41961,26,0,26,0,11,853.1762412,90049,4506400,8245900,6618200,1,0,6037264301,87525,18.71267419,1.253525541,848300,1873,0,1,12/11/2014,1/9/2015,6/4/2015,16010-10000-05703,12/14/2016,4/17/2018
128,4267034020,Non-TOC Disc,,,1,12431 W ROCHESTER AVE,DIR-2016-2432-DB,573,544,43444,50,5,45,0.1,11,2420.224319,90025,4989000,8523600,6687500,1,0,6037267402,67063,15.34727409,3.489235338,624400,1611,0,1,7/8/2016,8/9/2016,12/19/2016,17010-10000-00066,1/10/2017,2/1/2018
129,4267036009,Non-TOC Disc,,,1,1223 S WELLESLEY AVE,ZA-2017-4306-ZAA,519,519,14531,10,0,10,0,11,3362.235891,90025,4989000,8523600,6687500,1,0,6037267402,67063,15.34727409,3.489235338,624400,1611,0,1,10/25/2017,2/20/2018,6/29/2018,17010-10000-02647,7/10/2017,12/11/2018
130,4303019024,Non-TOC BR,,,1,1482 S SHERBOURNE DR,,530,530,13725,10,0,10,0,5,-2166.038284,90035,4754200,10192000,7509400,0,0,6037217002,71208,24.1005635,19.40298507,846200,1527,0,0,#N/A,#N/A,#N/A,17010-20000-04621,11/22/2017,5/6/2019
131,4306002008,Non-TOC Disc,,,1,1415 S REEVES ST,ZA-2017-4743-ZAD-ZAA-ZV,756,756,47088,25,0,25,0,5,-2396.508432,90035,4754200,10192000,7509400,0,0,6037269100,82344,34.33385993,27.40705434,960400,1899,0,1,11/15/2017,12/15/2017,4/4/2018,16010-20000-01998,5/16/2016,6/11/2018
132,4306003009,Non-TOC Disc,,,1,9421 W ALCOTT ST,DIR-2014-4782-DB,1812,1327,35238,23,2,21,0.086956522,5,-2252.390038,90035,4754200,10192000,7509400,0,0,6037269100,82344,34.33385993,27.40705434,960400,1899,0,1,12/19/2014,1/16/2015,11/21/2016,18010-10000-01632,6/19/2018,12/5/2019
133,4313003029,Non-TOC Disc,,,1,3672 S JASMINE AVE,DIR-2014-4696-DB,1205,913,23119.82,15,2,13,0.133333333,5,-2134.127296,90034,4181000,9148600,6145700,1,0,6037269906,70952,8.125819135,1.404151404,512700,1565,0,1,12/17/2014,11/2/2015,12/4/2015,16010-20000-01377,4/6/2016,4/5/2018
134,4313008025,Non-TOC Disc,,,1,3618 S DUNN DR,DIR-2017-825-DB,538,538,38325,29,3,26,0.103448276,5,-2643.952805,90034,4181000,9148600,6145700,1,0,6037269906,70952,8.125819135,1.404151404,512700,1565,0,1,3/1/2017,3/31/2017,11/21/2017,17010-10000-00070,1/10/2017,7/2/2018
135,4313016027,TOC DISC,1,,1,3745 S CARDIFF AVE,DIR-2017-5455-TOC,832,679,89710,74,8,66,0.108108108,5,-1424.445137,90034,4181000,9148600,6145700,1,0,6037270100,49888,9.856344773,2.962962963,392900,1530,1,1,12/21/2017,1/18/2018,7/10/2018,16010-10000-05912,12/23/2016,4/4/2019
136,4314003037,TOC BR,1,"changed to TOC BR -- has a case number, but is only associated with haul route for project",1,3737 S MOTOR AVE,ENV-2017-5062-CE,450,450,21575,30,3,27,0.1,5,-2161.479153,90034,4181000,9148600,6145700,1,0,6037269903,58125,3.349001175,2.645788337,637200,1441,1,1,12/5/2017,1/5/2018,2/8/2018,17010-10000-04508,11/20/2017,2/13/2019
137,4314004009,TOC DISC,1,,1,3766 S MOTOR AVE,DIR-2018-6691-TOC,358,325,23761,36,4,32,0.111111111,5,-2381.647241,90034,4181000,9148600,6145700,1,0,6037269905,59807,1.097293343,6.321022727,,1481,1,1,11/14/2018,1/31/2019,5/2/2019,18010-30000-04987,10/15/2018,10/8/2019
138,4314007017,Non-TOC Disc,,,1,3638 S MOTOR AVE,DIR-2016-1262-DB,1358,1358,29379,62,4,58,0.064516129,5,-1384.080679,90034,4181000,9148600,6145700,1,0,6037269906,70952,8.125819135,1.404151404,512700,1565,0,1,4/12/2016,5/16/2016,7/22/2016,16010-10000-03000,10/19/2016,12/31/2019
139,4314009030,Non-TOC Disc,,,1,3632 S KEYSTONE AVE,ENV-2018-283-CE,188,188,13460,10,0,10,0,5,-1017.556829,90034,4181000,9148600,6145700,1,0,6037269903,58125,3.349001175,2.645788337,637200,1441,0,1,1/17/2018,2/23/2018,3/13/2018,17010-30000-05113,12/26/2017,7/2/2018
140,4314010042,TOC BR,1,,1,3630 S OVERLAND AVE,,375,375,50884,74,8,66,0.108108108,5,-1017.618015,90034,4181000,9148600,6145700,1,0,6037269903,58125,3.349001175,2.645788337,637200,1441,1,0,#N/A,#N/A,#N/A,19010-10000-00780,2/22/2019,3/3/2020
141,4314014002,Non-TOC Disc,,,1,10325 W TABOR ST,DIR-2016-4880-DB,898,699,29709,42,4,38,0.095238095,5,-1344.294844,90034,4181000,9148600,6145700,1,0,6037269907,57432,10.5188344,3.701165182,485900,1363,0,1,12/21/2016,8/14/2017,9/1/2017,16010-10000-06155,12/23/2016,6/7/2019
142,4314018017,TOC DISC,1,,1,3408 S KEYSTONE AVE,DIR-2018-4752-TOC,351,276,38949,33,4,29,0.121212121,5,-94.64471852,90034,4181000,9148600,6145700,1,0,6037269904,58853,1.540683678,4.22842197,,1424,1,1,8/14/2018,9/12/2018,1/15/2019,18010-20000-05366,11/2/2018,7/31/2019
143,4314022036,Non-TOC Disc,,,1,3308 S MENTONE AVE,ENV-2017-4885-CE,293,293,15960,15,0,15,0,5,-266.3129377,90034,4181000,9148600,6145700,1,0,6037269904,58853,1.540683678,4.22842197,,1424,0,1,11/21/2017,12/28/2017,2/5/2018,17010-30000-04108,10/24/2017,8/13/2018
144,4315014028,Non-TOC Disc,,,1,2365 S FOX HILLS DR,DIR-2014-4758-DB,1744,1256,29217,18,2,16,0.111111111,5,857.3598995,90064,4926800,9808300,7061500,1,0,6037267902,113833,57.72669221,37.95077275,992000,1939,0,1,12/18/2014,1/16/2015,9/14/2016,19010-10000-00032,1/18/2019,9/27/2019
145,4321003035,TOC DISC,1,,1,10608 W SANTA MONICA BLVD,CPC-2017-699-DB,625,625,30283,28,3,25,0.107142857,5,-70.79184067,90025,4989000,8523600,6687500,1,0,6037267100,86551,45.64068692,27.38211382,925000,1744,1,1,11/2/2017,12/1/2017,8/28/2017,17010-10000-00780,2/28/2017,11/15/2018
146,4321008018,Non-TOC Disc,,,1,1906 S OVERLAND AVE,ENV-2016-3776-CE,570,570,28345,16,0,16,0,5,-1061.920136,90025,4989000,8523600,6687500,1,0,6037267100,86551,45.64068692,27.38211382,925000,1744,0,1,10/3/2016,11/7/2016,3/2/2018,16010-20000-05146,11/7/2016,4/26/2018
147,4321008025,Non-TOC Disc,,,1,1946 S OVERLAND AVE,ENV-2017-4051-CE,762,762,23827.42,15,0,15,0,5,-930.7012668,90025,4989000,8523600,6687500,1,0,6037267100,86551,45.64068692,27.38211382,925000,1744,0,1,10/6/2017,,11/17/2017,17010-30000-04665,11/27/2017,11/7/2019
148,4323006027,Non-TOC Disc,,,1,1827 S MIDVALE AVE,DIR-2014-2683-DB,1429,1164,24647,12,2,10,0.166666667,5,-3012.163652,90025,4989000,8523600,6687500,1,0,6037267200,80958,40.73268045,23.53528628,714700,2008,0,1,7/23/2014,5/21/2015,6/15/2015,17010-20000-04861,12/11/2017,6/21/2018
149,4323013044,Non-TOC BR,,,1,1835 S GREENFIELD AVE,,544,544,27562,16,0,16,0,5,-3366.155565,90025,4989000,8523600,6687500,1,0,6037267200,80958,40.73268045,23.53528628,714700,2008,0,0,#N/A,#N/A,#N/A,18010-10000-02796,6/8/2018,12/4/2019
150,4324007017,Non-TOC Disc,,,1,1361 S KELTON AVE,DIR-2017-2639-DRB-SPP-SPPA,623,623,17018,15,0,15,0,5,-2765.780719,90024,6558200,11891900,9648300,1,0,6037265510,42356,11.10630942,1.770623742,459500,1930,0,1,7/5/2017,3/2/2018,4/16/2018,17010-30000-03693,9/25/2017,3/20/2019
151,4325023018,Non-TOC Disc,,,1,1751 S MALCOLM AVE,DIR-2017-342-DRB-SPP,849,849,26423,18,0,18,0,5,-2006.81203,90024,6558200,11891900,9648300,1,0,6037265520,92168,36.90422152,13.87163561,745700,2281,0,1,1/27/2017,2/28/2017,7/12/2017,16010-20000-02308,6/1/2016,9/28/2018
152,4332017014,Non-TOC Disc,,,1,1021 S SHENANDOAH ST,DIR-2014-4728-DB,1370,1370,36173,21,2,19,0.095238095,5,-1450.897263,90035,4754200,10192000,7509400,0,0,6037216401,53704,11.60626836,0.748568912,642000,1606,0,1,12/18/2014,5/15/2015,6/30/2015,17010-10000-03292,8/25/2017,9/18/2018
153,4332018035,Non-TOC Disc,,,1,1123 S SHENANDOAH ST,TT-73626-CN,826,786,24547,15,0,15,0,5,-4009.798224,90035,4754200,10192000,7509400,0,0,6037216401,53704,11.60626836,0.748568912,642000,1606,0,1,5/19/2016,7/5/2016,12/23/2016,15010-30000-03761,10/20/2015,1/23/2018
154,4332019021,Non-TOC BR,,,1,1101 S BEDFORD DR,,405,405,11138,10,0,10,0,5,-1107.902614,90035,4754200,10192000,7509400,1,0,6037269000,123814,53.75647668,52.7016129,1711700,2517,0,0,#N/A,#N/A,#N/A,17010-10000-02038,5/24/2017,7/3/2018
155,4332022040,Non-TOC Disc,,,1,1226 S BEDFORD ST,DIR-2014-4864-DB,1163,1002,26072,20,2,18,0.1,5,-3641.431362,90035,4754200,10192000,7509400,0,0,6037216401,53704,11.60626836,0.748568912,642000,1606,0,1,12/23/2014,4/14/2015,11/4/2015,15010-10000-04477,12/15/2015,2/28/2018
156,4332025027,Non-TOC Disc,,,1,1051 S CORNING ST,DIR-2014-4771-DB,1151,1151,28796,19,2,17,0.105263158,5,-4387.59518,90035,4754200,10192000,7509400,0,0,6037216401,53704,11.60626836,0.748568912,642000,1606,0,1,12/19/2014,3/26/2015,7/8/2015,15010-10000-04216,11/18/2015,2/12/2018
157,4334015010,Non-TOC Disc,,,1,411 S HAMEL ROAD,VTT-82420-CN,300,300,78003,38,0,38,0,5,-2812.490279,90048,6388000,12691600,9842100,0,0,6037214902,75250,15.67301782,6.818181818,868800,2058,0,1,7/15/2019,12/26/2019,9/9/2020,18010-10000-02245,5/16/2018,3/12/2019
158,4334015037,TOC DISC,1,,1,428 S ROBERTSON BLVD,DIR-2017-4736-TOC,239,239,29821,30,3,27,0.1,5,-2165.277165,90048,6388000,12691600,9842100,0,0,6037214902,75250,15.67301782,6.818181818,868800,2058,1,1,11/15/2017,1/3/2018,3/1/2018,17010-10000-04994,12/20/2017,7/12/2018
159,4334016030,Non-TOC Disc,,,1,8555 W COLGATE AVE,DIR-2014-4923-DB,1128,1128,13865,10,1,9,0.1,5,-3789.656736,90048,6388000,12691600,9842100,0,0,6037214902,75250,15.67301782,6.818181818,868800,2058,0,1,12/30/2014,1/20/2015,8/12/2015,15010-10000-02873,8/14/2015,1/31/2018
160,4363005019,Non-TOC Disc,,,1,10923 W STRATHMORE DR,DIR-2016-3573-DRB-SPP,843,843,50154,21,0,21,0,5,-1318.52907,90024,6558200,11891900,9648300,1,0,6037265304,17250,0.742311771,8.211143695,,1512,0,1,9/20/2016,10/21/2016,7/6/2017,17010-30000-04158,10/26/2017,1/11/2019
161,4368015003,Non-TOC Disc,,,1,862 N MORAGA DR,DIR-2014-4936-CLQ,1665,1665,16539,13,0,13,0,5,5715.863859,90049,4506400,8245900,6618200,0,0,6037262200,193877,76.36063771,82.17871486,2000001,2029,0,1,12/31/2014,6/27/2016,6/27/2016,16010-10000-06405,12/30/2016,7/23/2019
162,4401024026,Non-TOC Disc,,,1,11620 W CHENAULT ST,DIR-2016-4160-DB,960,960,33146,22,3,19,0.136363636,11,787.7810153,90049,4506400,8245900,6618200,1,0,6037264103,86944,26.30522088,4.92211838,820400,1895,0,1,11/1/2016,12/6/2016,5/1/2017,17010-20000-05002,12/20/2017,6/19/2019
163,4401029011,Non-TOC Disc,,,1,11600 W DUNSTAN WAY,ENV-2016-457-MND,1886,1886,96412,54,0,54,0,11,1532.199672,90049,4506400,8245900,6618200,1,0,6037264102,95242,31.5483871,8.310094813,629700,2142,0,1,2/12/2016,4/21/2016,5/31/2016,13010-10000-04660,12/31/2013,3/1/2019
164,5006008026,Non-TOC Disc,,,1,5414 S CRENSHAW BLVD,DIR-2017-298-DB-SPR-SPP,413,393,52001,70,12,58,0.171428571,8,-1844.130691,90043,1437100,4140200,2489700,1,1,6037234600,36625,57.8334304,73.34070796,389800,993,0,1,1/25/2017,2/28/2017,5/17/2017,17010-10000-03695,9/26/2017,3/14/2018
165,5016014002,TOC DISC,1,,1,4604 S WESTERN AVE,DIR-2018-5204-TOC ,547,547,35045,49,49,0,1,8,-2400.285984,90062,1102100,3971700,2187000,1,1,6037232400,35266,45.26315789,75.69778633,309200,1069,1,1,9/5/2018,11/28/2018,12/5/2018,18010-10000-00801,5/8/2018,11/6/2019
166,5019026009,Non-TOC Disc,,,1,4050 S FIGUEROA ST,DIR-2017-2097-DB,511,411,39302,57,14,43,0.245614035,9,-4367.407303,90037,794200,3313000,1846000,1,1,6037231720,29773,16.51612903,30.76923077,268400,1037,0,1,5/26/2017,1/10/2018,1/17/2018,18010-10000-00366,1/31/2018,10/19/2018
