,AIN,TOC Status,confirmTOC,notes,include,Address,cp_casenum,full_approvetime,minus_holddays,zc_floorarea,total_units,aff_units,mr_units,pct_aff,Council District,TOC Dist,ZIPCODE,LV 2012,LV2020,LV 2015,SPA DUMMY,REDEV DUMMY,GEOID,MedianHouseholdIncome16,PerOO16,PerSingFam16,Median HomeValue16,MedianGrossRent16,TOC Dummy,DISC Dummy,cp_filing,cp_complet,cp_approva,permit_num,ladbs_subm,ladbs_perm
167,5020017007,TOC BR,1,changed to TOC BR,1,"1130 W MARTIN LUTHER KING, JR BLVD",,202,202,13900,29,28,1,0.965517241,9,-6724.318413,90037,794200,3313000,1846000,1,0,6037231600,35731,23.55940847,54.6275395,311100,1006,1,1,10/11/2019,,5/6/2019,19010-10000-03121,7/23/2019,2/10/2020
168,5020025014,Non-TOC BR,,,1,4318 S KANSAS AVE,,777,777,23322,22,0,22,0,9,-6948.563348,90037,794200,3313000,1846000,1,0,6037231600,35731,23.55940847,54.6275395,311100,1006,0,0,#N/A,#N/A,#N/A,16010-20000-00549,2/10/2016,3/28/2018
169,5021028002,TOC BR,1,changed to TOC BR,1,4209 S WESTERN AVE,,173,173,14109.82,25,24,1,0.96,8,-2297.283587,90062,1102100,3971700,2187000,1,0,6037231500,46413,52.00276243,75.677462,301900,1138,1,1,11/13/2019,,11/18/2019,19010-10000-03849,8/29/2019,2/18/2020
170,5024017008,TOC DISC,1,,1,4252 S CRENSHAW BLVD,DIR-2018-1393-TOC-DRB-SPP-SPR,359,359,45298,111,28,83,0.252252252,10,-2332.005182,90008,1333600,3898800,2466000,1,1,6037234300,34718,20.88870432,21.75438596,453800,1117,1,1,3/13/2018,4/15/2018,9/20/2018,18010-10000-02786,6/11/2018,3/7/2019
171,5032004901,Non-TOC Disc,,,1,4018 S BUCKINGHAM ROAD,DIR-2018-2750-DRB-SPP-SPR,221,221,75955,103,103,0,1,10,-1174.799774,90008,1333600,3898800,2466000,1,1,6037236100,21899,13.49777321,13.72229465,329600,982,0,1,5/11/2018,6/1/2018,8/9/2018,18010-10000-03651,7/20/2018,12/18/2018
172,5037007022,TOC BR,1,,1,1249 W 39TH PL,,450,450,39597,42,5,37,0.119047619,8,-5404.09209,90037,794200,3313000,1846000,1,0,6037231210,25958,21.37271937,41.50165017,290400,971,1,0,#N/A,#N/A,#N/A,18010-20000-03759,7/30/2018,10/23/2019
173,5040018006,Non-TOC BR,,,1,1196 W 35TH ST,,544,544,24841,15,0,15,0,8,-6694.394922,90007,,,,1,0,6037222600,26188,15.35626536,47.75374376,438200,1115,0,0,#N/A,#N/A,#N/A,17010-10000-04375,11/9/2017,5/7/2019
174,5043002016,Non-TOC BR,,,1,5335 W ADAMS BLVD,,326,326,44992,42,0,42,0,10,-73.01523885,90016,1483600,4654500,2810000,0,1,6037219901,28846,30.09708738,38.0078637,369400,1044,0,0,#N/A,#N/A,#N/A,17010-10000-01522,4/20/2017,3/12/2018
175,5044011026,Non-TOC BR,,,1,2927 W EXPOSITION PL,,430,430,21734,12,0,12,0,10,-463.0784511,90018,1326800,4549700,2727800,1,0,6037234200,52794,61.22082585,76.79932261,488500,1198,0,0,#N/A,#N/A,#N/A,18010-10000-00133,1/16/2018,3/22/2019
176,5046015026,TOC BR,1,,1,3524 S CHESAPEAKE AVE,,503,503,22935,27,3,24,0.111111111,10,-2305.935636,90016,1483600,4654500,2810000,1,0,6037219500,57236,75.5186722,73.13054499,441600,1081,1,0,#N/A,#N/A,#N/A,18010-20000-00905,2/28/2018,7/16/2019
177,5046015030,Non-TOC BR,,,1,3500 S CHESAPEAKE AVE,,531,531,20449,19,3,16,0.157894737,10,-2478.857561,90016,1483600,4654500,2810000,1,0,6037219500,57236,75.5186722,73.13054499,441600,1081,0,0,#N/A,#N/A,#N/A,18010-20000-00374,1/31/2018,7/16/2019
178,5049014009,TOC BR,1,,1,2602 S ORANGE DR,,301,301,20437,25,3,22,0.12,10,-1872.022892,90016,1483600,4654500,2810000,0,1,6037219800,29375,25.73099415,50.14137606,349300,1012,1,0,#N/A,#N/A,#N/A,18010-10000-01056,4/4/2018,1/30/2019
179,5054028018,Non-TOC Disc,,,1,2600 S CATALINA ST,DIR-2016-712-CCMP,1390,1390,17029,15,0,15,0,8,-6872.098589,90007,,,,1,0,6037221810,14063,8.371040724,28.73096447,457100,1050,0,1,3/3/2016,4/1/2016,5/2/2017,17010-10000-05120,12/27/2017,12/23/2019
180,5068018013,Non-TOC Disc,,,1,1556 S HI POINT ST,DIR-2016-1368-DB,778,483,57854,45,4,41,0.088888889,10,-1389.623898,90035,4754200,10192000,7509400,0,0,6037216700,69593,39.72431078,34.90725126,711700,1618,0,1,4/18/2016,2/21/2017,8/15/2017,16010-20000-02390,6/7/2016,6/5/2018
181,5069019026,TOC BR,1,,1,5550 W PICO BLVD,,412,412,31218.32,40,4,36,0.1,10,-403.0529276,90019,2809800,6628300,4492900,0,1,6037216900,52262,41.25305126,40.14251781,729400,1412,1,0,#N/A,#N/A,#N/A,18010-30000-04577,9/18/2018,11/4/2019
182,5070017001,TOC BR,1,"changed to TOC BR -- started date for permit pre-dates the TOC program, so the approvaltime should be shorter than 940 days",1,5050 W PICO BLVD,,940,940,55715,79,8,71,0.101265823,10,-1699.509975,90019,2809800,6628300,4492900,0,1,6037217200,52426,17.10199005,23.23529412,795600,1308,1,1,8/30/2016,3/29/2017,10/30/2017,16010-10000-05000,11/16/2016,6/14/2019
183,5072017012,TOC DISC,1,,1,3617 W VENICE BLVD,DIR-2019-3912-TOC,364,364,24469,28,3,25,0.107142857,10,-1198.771851,90019,2809800,6628300,4492900,0,1,6037218110,41587,33.19185059,37.86488741,610400,1134,1,1,7/1/2019,,12/13/2019,19010-20000-01119,3/15/2019,3/13/2020
184,5073009012,TOC BR,1,,1,1540 S ST ANDREWS PL,,505,505,40052,38,4,34,0.105263158,10,-1802.045419,90019,2809800,6628300,4492900,0,0,6037221303,28125,10.67708333,15.50868486,500000,920,1,0,#N/A,#N/A,#N/A,18010-10000-03716,7/25/2018,12/12/2019
185,5073018902,Non-TOC Disc,,,1,1856 S WILTON PL,DIR-2017-5395-SPR-TOC,510,510,70918,64,62,2,0.96875,10,-985.4256814,90019,2809800,6628300,4492900,0,1,6037221302,35148,7.736804049,12.98517996,427900,1090,0,1,12/20/2017,1/4/2018,2/26/2018,18010-10000-00904,3/12/2018,5/14/2019
186,5075029012,TOC BR,1,,1,1950 S NORMANDIE AVE,,625,625,10107,13,3,10,0.230769231,1,-4994.048638,90007,,,,0,0,6037221602,25625,6.912442396,37.78026906,360000,1028,1,0,#N/A,#N/A,#N/A,18010-10000-01200,3/19/2018,12/4/2019
187,5076006007,TOC DISC,1,,1,971 S HOOVER ST,DIR-2018-1122-TOC-WDI,1160,1092,25061,39,4,35,0.102564103,1,-9461.48566,90006,1790300,4747900,3046700,0,1,6037213401,31419,2.636103152,3.488372093,448500,1061,1,1,3/1/2018,7/19/2018,9/25/2018,17010-10000-00049,1/6/2017,3/11/2020
188,5076006025,Non-TOC Disc,,,1,2600 W SAN MARINO ST,CPC-2014-3004-DB,1295,1203,21333,31,4,27,0.129032258,1,-8758.99426,90006,1790300,4747900,3046700,0,1,6037213401,31419,2.636103152,3.488372093,448500,1061,0,1,8/15/2014,1/28/2015,12/14/2015,16010-10000-03987,9/7/2016,3/2/2018
189,5076018023,Non-TOC Disc,,,1,1255 S ELDEN AVE,DIR-2015-805-DB-SPR,1393,1229,100845,93,92,1,0.989247312,1,-9023.61427,90006,1790300,4747900,3046700,0,0,6037213402,33398,4.394141145,2.927669346,683800,999,0,1,2/25/2015,3/27/2015,12/22/2015,18010-10000-03031,6/20/2018,12/19/2018
190,5077015012,Non-TOC Disc,,,1,2847 W LEEWARD AVE,VTT-82230-CN,547,475,55562,46,0,46,0,1,-7493.822117,90005,2447400,6124200,4652500,0,0,6037212204,25104,3.990422985,3.286034354,358300,792,0,1,#N/A,#N/A,#N/A,17010-10000-02733,7/13/2017,1/11/2019
191,5077016027,TOC DISC,1,,1,2968 W 7TH ST,DIR-2018-5945-TOC-SPR,341,341,200279,228,23,205,0.100877193,10,-620.8019844,90018,1326800,4549700,2727800,1,0,6037219010,49583,53.01775148,82.42491657,363500,1282,1,1,10/12/2018,12/18/2018,2/27/2019,18010-10000-05557,11/16/2018,9/18/2019
192,5077029020,TOC DISC,1,,1,2880 W JAMES M. WOOD BLVD,DIR-2018-309-TOC-SPR,533,503,168405,193,20,173,0.103626943,1,-9036.095749,90006,1790300,4747900,3046700,0,1,6037212202,34375,2.315963606,2.797202797,,834,1,1,1/18/2018,3/16/2018,7/11/2018,18010-10000-02075,5/9/2018,7/5/2019
193,5078003003,Non-TOC Disc,,,1,955 S FEDORA ST,DIR-2015-1168-DB,1445,1445,46940,60,6,54,0.1,10,-6192.884665,90006,1790300,4747900,3046700,0,1,6037213310,36753,8.83882149,14.09727947,467700,1163,0,1,3/27/2015,4/29/2015,8/22/2016,16010-10000-02730,6/27/2016,3/11/2019
194,5078004019,TOC DISC,1,,1,970 S FEDORA ST,DIR-2019-1113-TOC,360,214,36971,45,5,40,0.111111111,10,-6149.135942,90006,1790300,4747900,3046700,0,1,6037213310,36753,8.83882149,14.09727947,467700,1163,1,1,2/25/2019,9/11/2019,11/1/2019,19010-10000-02515,7/8/2019,2/20/2020
195,5078005018,TOC DISC,1,,1,966 S KENMORE AVE,DIR-2017-3720-TOC,555,470,38710,50,4,46,0.08,10,-6467.265869,90006,1790300,4747900,3046700,0,1,6037213310,36753,8.83882149,14.09727947,467700,1163,1,1,9/19/2017,6/5/2018,11/2/2018,18010-10000-03412,7/3/2018,3/28/2019
196,5078007024,Non-TOC Disc,,,1,954 S CATALINA ST,DIR-2015-4172-DB,1545,1343,11233,19,3,16,0.157894737,10,-7108.685871,90006,1790300,4747900,3046700,0,1,6037213320,28523,6.022845275,15.40697674,638900,873,1,1,11/13/2015,6/21/2016,8/5/2016,17010-10000-03028,8/8/2017,2/5/2020
197,5080012006,Non-TOC Disc,,,1,3057 W PICO BLVD,CPC-2016-1603-ZC-HD,950,950,62365,51,0,51,0,10,-2946.960817,90006,1790300,4747900,3046700,0,0,6037213202,33800,16.28264209,27.29241877,555100,1022,0,1,5/6/2016,6/2/2016,7/26/2017,15010-10000-03721,10/30/2015,6/6/2018
198,5080016008,Non-TOC Disc,,,1,944 S SERRANO AVE,ZA-2017-1390-ZAA,757,757,62872,32,0,32,0,10,-3882.406523,90006,1790300,4747900,3046700,0,1,6037213201,29052,7.661822985,10.88807786,384100,1053,0,1,4/5/2017,6/1/2017,11/8/2017,17010-10000-04950,12/18/2017,5/2/2019
199,5080021013,TOC DISC,1,,1,3050 W 11TH ST,DIR-2017-5540-TOC,1281,1281,57249,39,5,34,0.128205128,10,-795.8599238,90018,1326800,4549700,2727800,1,0,6037219300,29980,25.66371681,51.64041995,395600,1045,1,1,12/28/2017,1/29/2018,8/23/2018,16010-10000-01148,3/23/2016,9/25/2019
200,5083031002,TOC DISC,1,,1,1251 S WEST BLVD,DIR-2018-2029-TOC,625,599,19421,20,3,17,0.15,10,-1705.038327,90019,2809800,6628300,4492900,0,0,6037212800,45995,37.88187373,48.7658439,733400,1130,1,1,4/10/2018,4/26/2018,8/15/2018,18010-30000-00179,1/17/2018,10/4/2019
201,5084003006,TOC BR,1,,1,838 S LA BREA AVE,,472,472,39280,53,6,47,0.113207547,4,-2463.850174,90036,5382600,11178400,8733600,0,0,6037216200,81452,20.27736132,19.17241379,961800,1771,1,0,#N/A,#N/A,#N/A,18010-10000-00467,2/12/2018,5/30/2019
202,5084021017,TOC BR,1,changed to TOC BR -- case number was for previous DB project,1,1180 S LA BREA AVE,,703,703,60009,67,9,58,0.134328358,10,-2060.277304,90019,2809800,6628300,4492900,0,0,6037216100,96552,54.90566038,63.87208297,929600,1583,1,1,9/12/2017,10/13/2017,4/12/2018,17010-10000-04195,10/30/2017,10/3/2019
203,5085015032,Non-TOC Disc,,,1,1233 S DUNSMUIR AVE,DIR-2020-3399-TOC-HCA,546,546,14878,14,0,14,0,10,-128.7252322,90019,2809800,6628300,4492900,0,0,6037217100,62414,31.74265019,30.63696757,747200,1281,0,1,5/28/2020,9/25/2020,11/13/2020,16010-10000-04105,9/16/2016,3/16/2018
204,5086004008,Non-TOC Disc,,,1,1323 S ORANGE GROVE AVE,DIR-2016-295-DB,868,720,105785,61,5,56,0.081967213,10,-2307.644739,90019,2809800,6628300,4492900,0,0,6037216900,52262,41.25305126,40.14251781,729400,1412,0,1,2/2/2016,2/29/2016,9/29/2016,16010-10000-05142,11/10/2016,6/19/2018
205,5086004010,TOC DISC,1,,1,1319 S ORANGE GROVE AVE,DIR-2018-4682-TOC ,457,457,40575,33,4,29,0.121212121,10,-2308.511971,90019,2809800,6628300,4492900,0,0,6037216900,52262,41.25305126,40.14251781,729400,1412,1,1,8/10/2018,12/17/2018,1/29/2019,18010-30000-02518,5/29/2018,8/29/2019
206,5086015030,TOC BR,1,,1,5801 W PICO BLVD,,819,819,54675,80,8,72,0.1,10,-2143.8047,90019,2809800,6628300,4492900,0,1,6037216900,52262,41.25305126,40.14251781,729400,1412,1,0,#N/A,#N/A,#N/A,18010-10000-01153,3/14/2018,6/10/2020
207,5086026017,Non-TOC Disc,,,1,1127 S SPAULDING AVE,DIR-2016-1710-DB,695,695,14511,13,1,12,0.076923077,10,-2054.336034,90019,2809800,6628300,4492900,0,0,6037216900,52262,41.25305126,40.14251781,729400,1412,0,1,5/16/2016,5/30/2016,1/4/2017,16010-10000-02146,5/19/2016,4/11/2018
208,5087016030,Non-TOC Disc,,,1,1265 S STEARNS DR,DIR-2016-1399-DB,1064,1003,44900,48,5,43,0.104166667,5,-2656.978576,90035,4754200,10192000,7509400,0,0,6037216800,82063,38.66481224,35.89093215,1076900,1878,0,1,4/20/2016,7/25/2016,9/30/2016,15010-10000-04512,12/15/2015,11/13/2018
209,5092023003,TOC BR,1,,1,925 S ST ANDREWS PL,,438,438,20981,23,23,0,1,4,-2872.840339,90019,2809800,6628300,4492900,0,0,6037212620,33867,5.117270789,7.981220657,726400,1089,1,0,#N/A,#N/A,#N/A,18010-10000-04915,10/11/2018,12/23/2019
210,5092028004,TOC BR,1,,1,723 S ST ANDREWS PL,,691,691,38090,65,7,58,0.107692308,4,-4054.687039,90005,2447400,6124200,4652500,0,0,6037212610,36056,17.22252597,7.764952781,751400,1118,1,0,#N/A,#N/A,#N/A,17010-10000-02557,6/29/2017,5/21/2019
211,5093016024,TOC DISC,1,,1,919 S HARVARD BLVD,DIR-2018-4999-TOC,630,583,18595,24,3,21,0.125,10,-4619.48554,90006,1790300,4747900,3046700,0,1,6037212501,36108,3.232125367,0.872093023,,1057,1,1,8/24/2018,11/2/2018,3/20/2019,17010-10000-04601,11/21/2017,8/13/2019
212,5093022011,Non-TOC Disc,,,1,800 S HARVARD BLVD,DIR-2014-4870-DB-SPR,1259,1259,138169,131,11,120,0.083969466,10,-5080.19153,90005,2447400,6124200,4652500,0,1,6037212420,35208,6.32805995,4.927975739,674200,1063,0,1,12/23/2014,5/1/2015,5/19/2015,17010-10000-02632,7/10/2017,6/4/2018
213,5093025005,Non-TOC Disc,,,1,750 S KINGSLEY DR,DIR-2016-3657-DB,959,835,53909,68,6,62,0.088235294,10,-5590.345527,90005,2447400,6124200,4652500,0,1,6037212410,37712,2.789076119,1.419213974,,1247,0,1,9/26/2016,2/2/2017,6/27/2017,16010-10000-05352,12/1/2016,5/13/2019
214,5094006004,Non-TOC Disc,,,1,744 S MARIPOSA AVE,ZA-2017-2285-ZAA-ZV,929,802,24655,31,0,31,0,10,-6666.257503,90005,2447400,6124200,4652500,0,1,6037212304,26005,0.611995104,1.25,,857,0,1,6/8/2017,7/9/2017,4/30/2018,17010-10000-02605,7/5/2017,12/24/2019
215,5094007002,Non-TOC Disc,,,1,689 S CATALINA ST,ZA-2017-4204-ZAA-SPR,805,736,56324,61,0,61,0,10,-7485.385817,90005,2447400,6124200,4652500,0,1,6037212304,26005,0.611995104,1.25,,857,0,1,10/17/2017,11/9/2017,7/16/2018,18010-10000-02473,5/30/2018,12/31/2019
216,5094009011,Non-TOC BR,,,1,707 S BERENDO ST,,492,492,19470,21,0,21,0,10,-8308.275621,90005,2447400,6124200,4652500,0,1,6037212303,29038,0,0,,823,0,0,#N/A,#N/A,#N/A,18010-10000-00635,2/20/2018,6/27/2019
217,5094017005,TOC DISC,1,"This must be a discretionary project based on number of units, but the case number corresponds to a previous 98-unit development --there is no newer case number for the 101 unit project",1,832 S MARIPOSA AVE,VTT-78212-CN,778,778,95990,101,13,88,0.128712871,10,-6386.42539,90005,2447400,6124200,4652500,0,1,6037212305,32941,3.703703704,6.570657066,531300,900,1,1,10/30/2017,11/16/2017,4/24/2018,18010-10000-00378,2/9/2018,12/17/2019
218,5094017017,TOC DISC,1,Same as 832 S Mariposa -- same developer. They appear to have planned condominiums but changed to use the TOC program: https://urbanize.city/la/post/cgi-plans-another-multifamily-project-koreatown,1,839 S FEDORA ST,VTT-78211-CN,795,795,79057,81,9,72,0.111111111,10,-6696.020217,90005,2447400,6124200,4652500,0,1,6037212305,32941,3.703703704,6.570657066,531300,900,1,1,10/27/2017,11/16/2017,4/24/2018,18010-10000-00377,2/9/2018,12/31/2019
219,5094023039,Non-TOC Disc,,,1,900 S KENMORE AVE,ZA-2016-4197-ZAA,874,874,40944,29,0,29,0,10,-6803.040792,90006,1790300,4747900,3046700,0,1,6037212306,32144,5.897658283,2.791068581,443300,1144,0,1,11/3/2016,5/24/2017,8/10/2017,15010-10000-04658,12/30/2015,5/22/2018
220,5094024006,Non-TOC BR,,,1,917 S BERENDO ST,,394,394,12192,10,0,10,0,10,-7420.811342,90006,1790300,4747900,3046700,0,1,6037212306,32144,5.897658283,2.791068581,443300,1144,0,0,#N/A,#N/A,#N/A,18010-10000-00075,1/9/2018,2/7/2019
221,5094024015,TOC DISC,1,,1,924 S CATALINA ST,DIR-2018-3005-TOC,421,421,22388,30,6,24,0.2,10,-7032.495924,90006,1790300,4747900,3046700,0,1,6037212306,32144,5.897658283,2.791068581,443300,1144,1,1,5/24/2018,6/22/2018,10/17/2018,18010-10000-01046,3/8/2018,5/3/2019
222,5094025017,Non-TOC BR,,,1,928 S BERENDO ST,,728,728,25647,27,0,27,0,10,-7387.865806,90006,1790300,4747900,3046700,0,1,6037212306,32144,5.897658283,2.791068581,443300,1144,0,0,#N/A,#N/A,#N/A,16010-10000-05350,11/28/2016,11/26/2018
223,5094026002,TOC BR,1,,1,905 S VERMONT AVE,,397,397,53760,67,7,60,0.104477612,10,-9159.784608,90006,1790300,4747900,3046700,0,1,6037212306,32144,5.897658283,2.791068581,443300,1144,1,0,#N/A,#N/A,#N/A,18010-10000-05899,12/7/2018,1/8/2020
224,5108009027,TOC BR,1,,1,4800 S AVALON BLVD,,261,261,31055,33,3,30,0.090909091,9,-5008.551647,90011,726900,2983500,1724400,1,1,6037229200,25598,30.66666667,57.06851691,319600,816,1,0,#N/A,#N/A,#N/A,18010-10000-01856,5/1/2018,1/17/2019
225,5114014006,Non-TOC Disc,,,1,1044 E JEFFERSON BLVD,DIR-2016-848-DB-SPR,1013,1013,87253,75,73,2,0.973333333,9,-1580.152301,90011,726900,2983500,1724400,1,1,6037228310,34795,29.38295788,66.73076923,270800,1014,0,1,3/11/2016,3/24/2016,6/15/2016,18010-10000-01951,5/4/2018,12/19/2018
226,5123020010,Non-TOC Disc,,,1,505 W 31ST ST,CPC-2017-111-DB-CU-SPR,854,670,80963,73,8,65,0.109589041,9,-2907.142208,90007,,,,1,1,6037224700,10042,0.924024641,12.19946572,,1526,0,1,1/10/2017,2/1/2017,12/18/2017,16010-10000-06041,12/22/2016,4/25/2019
227,5124034005,TOC DISC,1,,1,1928 S ESTRELLA AVE,DIR-2019-2966-SPR,301,267,51909,93,93,0,1,1,-6123.818867,90007,,,,1,0,6037224420,22563,7.503410641,18,654400,785,1,1,5/17/2019,6/20/2019,6/28/2019,19010-10000-03086,7/19/2019,3/13/2020
228,5134025015,Non-TOC Disc,,,1,215 W 14TH ST,ZA-2016-15-SPR-ZV-TDR,1372,1343,148558,154,0,154,0,14,-7055.668625,90015,,,,0,1,6037224010,19976,0,0,,704,0,1,1/5/2016,2/5/2016,8/24/2016,16010-10000-04283,10/20/2016,10/8/2019
229,5141019007,TOC BR,1,,1,740 S ALVARADO ST,,315,315,41098,80,9,71,0.1125,1,-8376.050573,90057,,,,0,1,6037209402,25530,0.589721988,3.117692907,,808,1,0,#N/A,#N/A,#N/A,19010-10000-00848,3/18/2019,1/27/2020
230,5142001013,TOC BR,1,,1,602 S WESTLAKE AVE,,541,541,49878,63,7,56,0.111111111,1,-7639.343981,90057,,,,0,1,6037208902,31175,0,2.387640449,,929,1,0,#N/A,#N/A,#N/A,18010-10000-01669,4/18/2018,10/11/2019
231,5142023013,TOC BR,1,,1,1532 W CAMBRIA ST,,127,127,31929,57,56,1,0.98245614,1,-9886.094085,90017,,,,0,1,6037209300,25191,2.318392581,4.751232631,442300,937,1,0,#N/A,#N/A,#N/A,18010-10000-03833,8/2/2018,12/7/2018
232,5147029048,Non-TOC Disc,,,1,660 S STANFORD AVE,CPC-2017-849-GPAJ-VZCJ-HD-SPR,1019,1019,48377,82,81,1,0.987804878,14,-3345.445332,90021,,,,0,1,6037206300,10419,0.648035642,3.093922652,,299,0,1,3/2/2017,5/23/2017,12/22/2017,19010-10000-03065,7/22/2019,12/16/2019
233,5148024026,Non-TOC Disc,,,1,401 E 7TH ST,DIR-2017-5445-SPR,344,344,53199,99,98,1,0.98989899,14,-6697.479921,90014,,,,0,1,6037207710,69271,13.15010571,1.780626781,631400,2023,0,1,12/21/2017,1/25/2018,2/23/2018,18010-10000-00967,3/14/2018,11/30/2018
234,5148025024,Non-TOC Disc,,,1,519 E 7TH ST,DIR-2017-2333-SPR,476,476,43690,81,80,1,0.987654321,14,-7135.327194,90014,,,,0,1,6037207710,69271,13.15010571,1.780626781,631400,2023,0,1,6/13/2017,9/27/2017,12/28/2017,17010-10000-03238,8/25/2017,10/2/2018
235,5153010011,Non-TOC Disc,,,1,264 S UNION AVE,ENV-2018-4377-CE,545,545,11254,12,0,12,0,13,-7100.184851,90026,2862800,6429700,4288600,0,1,6037208301,40347,4.570383912,10.97122302,776800,1061,0,1,7/27/2018,11/19/2018,11/28/2018,17010-10000-04162,10/27/2017,4/25/2019
236,5153024027,Non-TOC Disc,,,1,459 S HARTFORD AVE,DIR-2016-3396-SPP,820,747,58462,101,100,1,0.99009901,1,-7239.145829,90017,,,,1,0,6037209103,24825,1.379310345,6.137184116,,818,0,1,9/8/2016,1/9/2017,1/18/2017,18010-10000-03723,8/1/2018,12/7/2018
237,5154006010,TOC BR,1,,1,166 S ALVARADO ST,,430,430,48735,84,83,1,0.988095238,13,-5585.169847,90057,,,,0,0,6037208401,25577,2.56232687,6.621621622,408300,854,1,0,#N/A,#N/A,#N/A,17010-20000-04073,10/24/2017,12/28/2018
238,5155025900,Non-TOC Disc,,,1,252 S RAMPART BLVD,DIR-2016-236-DB,758,706,14706,23,23,0,1,13,-4339.403097,90057,,,,0,0,6037208620,36765,8.193779904,8.305830583,475000,1116,0,1,1/27/2016,4/8/2016,4/26/2016,16010-10000-03271,8/3/2016,2/23/2018
239,5156003004,TOC DISC,1,,1,252 N HOOVER ST,DIR-2018-3274-TOC,545,135,23964,39,4,35,0.102564103,13,-1708.036932,90004,3657400,7465700,5780300,0,0,6037208610,39216,15.14522822,18.52323361,322100,1134,1,1,6/7/2018,7/22/2019,8/7/2019,18010-10000-02884,6/13/2018,12/4/2019
240,5156016002,TOC DISC,1,,1,2812 W TEMPLE ST,ENV-2018-6563-CE,322,322,28832,42,4,38,0.095238095,13,-1821.668803,90026,2862800,6429700,4288600,0,0,6037208610,39216,15.14522822,18.52323361,322100,1134,1,1,11/8/2018,1/11/2019,2/14/2019,18010-20000-05663,11/27/2018,9/26/2019
241,5156016017,Non-TOC BR,,,1,2829 W HYANS ST,,1080,1080,14327.02,11,0,11,0,13,-2058.252887,90026,2862800,6429700,4288600,0,0,6037208610,39216,15.14522822,18.52323361,322100,1134,0,0,#N/A,#N/A,#N/A,15010-10000-01568,4/29/2015,4/13/2018
242,5157020021,TOC DISC,1,,1,226 N LAKE ST,DIR-2017-4561-TOC,407,407,25514,36,5,31,0.138888889,13,-4478.288251,90026,2862800,6429700,4288600,0,0,6037208501,57500,10.78680203,20.2420242,373100,1141,1,1,11/7/2017,12/8/2017,3/2/2018,17010-20000-05064,12/22/2017,12/19/2018
243,5160009001,Non-TOC Disc,,,1,340 N PATTON ST,DIR-2015-3354-SPP-SPPA,993,991,39347,44,0,44,0,1,-3629.810855,90026,2862800,6429700,4288600,1,0,6037208000,38152,4.945968412,16.12,289900,1165,0,1,9/11/2015,10/11/2015,10/31/2016,16010-30000-01451,4/8/2016,5/31/2018
244,5160009004,Non-TOC Disc,,,1,330 N PATTON ST,DIR-2015-1803-SPP-DB,1767,1650,27756,32,3,29,0.09375,1,-3662.817556,90026,2862800,6429700,4288600,1,0,6037208000,38152,4.945968412,16.12,289900,1165,0,1,5/11/2015,7/7/2015,6/22/2016,17010-10000-04956,12/18/2017,3/12/2020
245,5160011007,TOC DISC,1,,1,1363 W COLTON ST,DIR-2018-2653-TOC-SPP ,290,290,35760,47,4,43,0.085106383,1,-4165.931748,90026,2862800,6429700,4288600,1,0,6037208000,38152,4.945968412,16.12,289900,1165,1,1,5/8/2018,12/17/2018,12/26/2018,18010-10000-01729,4/24/2018,2/8/2019
246,5160013039,Non-TOC Disc,,,1,1349 W 1ST ST,APCC-2015-1040-SPE-SPP,1256,1063,89779,102,0,102,0,1,-4900.712114,90026,2862800,6429700,4288600,1,0,6037208000,38152,4.945968412,16.12,289900,1165,0,1,7/25/2016,7/26/2016,7/12/2016,16010-10000-05764,12/16/2016,1/2/2020
247,5160019014,Non-TOC Disc,,,1,1250 W COURT ST,DIR-2017-1127-SPP-WDI,599,513,44171,54,0,54,0,1,-3767.265491,90026,2862800,6429700,4288600,1,0,6037208000,38152,4.945968412,16.12,289900,1165,0,1,3/16/2017,11/28/2017,2/16/2018,17010-10000-02581,7/3/2017,11/5/2018
248,5160025001,Non-TOC Disc,,,1,1100 W TEMPLE ST,DIR-2017-2574-DB-WDI-SPPA-SPP,798,767,46437,54,5,49,0.092592593,1,-2786.69628,90012,,,,1,0,6037208000,38152,4.945968412,16.12,289900,1165,0,1,6/28/2017,6/1/2018,11/6/2018,18010-10000-01483,4/5/2018,9/4/2019
249,5161016029,Non-TOC Disc,,,1,118 S ASTRONAUT ELLISON S ONIZUKA ST,VTT-82168-CN,1009,1009,78199,77,0,77,0,14,-4034.562973,90012,,,,0,1,6037206200,19968,16.20947631,2.075645756,384000,492,0,1,6/13/2018,7/13/2018,12/19/2018,15010-10000-02939,8/19/2015,5/24/2018
250,5174024011,TOC DISC,1,,1,1612 E PLEASANT AVE,DIR-2018-2589-TOC,539,506,14888,15,3,12,0.2,14,-2768.940412,90033,1048600,3540200,2193300,0,0,6037206032,31336,18.44838119,29.52326249,353100,834,1,1,5/4/2018,6/6/2018,9/6/2018,18010-30000-02274,5/17/2018,10/25/2019
251,5177021003,TOC BR,1,,1,2450 E HOUSTON ST,,724,724,5475,10,2,8,0.2,14,-2605.547687,90033,1048600,3540200,2193300,0,0,6037203710,36037,21.69117647,64.91646778,299300,1043,1,0,#N/A,#N/A,#N/A,17010-10000-04210,10/31/2017,10/25/2019
