GEOID,MedianHouseholdIncome16,PerOO16,Housing Units:,Housing Units: 1 Unit,PerSingFam16,Median HomeValue16,MedianGrossRent16
6037273502,65222,19.48998179,1834,613,33.42420938,1202100,1805
6037273600,119464,53.71179039,1212,977,80.61056106,1329400,2195
6037273700,86579,44.63414634,1311,890,67.88710908,1071000,1499
6037273800,92500,34.96192893,1633,811,49.66319657,1175300,1731
6037273902,98264,39.06600808,2538,1401,55.20094563,1276600,2119
6037274100,106090,33.57831879,2584,534,20.66563467,862400,2349
6037274202,100357,44.3452381,2823,686,24.30038966,1070800,1858
6037275101,65398,34.00402414,507,258,50.88757396,711400,1667
6037275102,42063,27.4068323,1355,403,29.74169742,650400,1223
6037275200,52829,21.90006169,1684,395,23.45605701,635300,1288
6037275302,83750,53.82492114,2775,1250,45.04504505,724400,2189
6037275311,86250,45.08474576,2374,1374,57.87700084,767300,1686
6037275400,116542,45.97949271,1936,664,34.29752066,669200,2637
6037275500,38268,24.67532468,1812,547,30.18763797,584400,886
6037275602,106587,39.95061728,4345,521,11.99079402,751200,2504
6037275603,71685,61.07834878,1206,849,70.39800995,618600,1393
6037276000,112965,80.62253398,2353,2045,86.91032724,776400,1700
6037276100,64228,16.48054146,3111,351,11.28254581,466500,1775
6037276400,96250,80.01328021,1578,1507,95.50063371,854900,1750
6037276500,83068,62.57142857,742,631,85.04043127,796900,2456
6037276601,106389,61.29426129,1783,1150,64.49803702,1123300,1831
6037276603,73256,42.61629722,3334,207,6.208758248,491200,1806
6037276604,63060,32.22770058,2513,444,17.66812575,506700,1891
6037277000,132014,80.37718904,2246,1914,85.21816563,893600,1776
6037277100,111023,87.98122066,1113,1044,93.80053908,659700,2194
6037277200,59813,11.3135187,1162,107,9.208261618,425600,1548
6037277400,36724,1.671732523,730,28,3.835616438,,1199
6037278001,78426,61.50627615,1030,672,65.24271845,677700,1725
6037278102,129914,50.68965517,1599,677,42.33896185,1110300,2111
6037291110,35667,22.85031847,1310,454,34.65648855,403000,982
6037291120,39830,26.59053834,664,231,34.78915663,424300,999
6037291130,44668,70.34146341,1044,839,80.36398467,343700,905
6037291210,53250,53.93939394,1560,1009,64.67948718,386500,1095
6037291220,47895,38.75,1063,512,48.16556914,448300,1051
6037291300,63000,77.07070707,1034,884,85.49323017,422100,1367
6037292000,39219,26.75438596,2014,920,45.68023833,459800,1313
6037293201,54587,41.20879121,2285,1303,57.02407002,400000,1170
6037293202,36422,19.43977591,1913,773,40.40773654,335600,1117
6037293301,76543,75.14340344,1102,870,78.94736842,486800,1831
6037293302,59509,59.10179641,1707,1229,71.99765671,416900,1353
6037293304,46830,35.92162554,1493,780,52.24380442,382200,1100
6037293306,81959,69.92385787,801,606,75.65543071,490500,1359
6037293307,51905,22.99349241,948,207,21.83544304,269700,1087
6037294110,57321,58.80782918,1124,840,74.73309609,351100,1116
6037294120,43365,48.6437613,580,517,89.13793103,315200,1293
6037294200,53456,62.95743092,1373,1108,80.69919883,349700,1122
6037294301,66774,72.87390029,682,566,82.99120235,354800,1205
6037294302,50459,49.44491887,1317,768,58.3143508,339700,993
6037294410,43533,39.74121996,1699,586,34.49087699,237600,907
6037294421,46350,40.79915878,1010,344,34.05940594,317100,1008
6037294510,47426,44.31082331,1129,786,69.61913198,321600,1100
6037294520,48050,36.99673558,945,542,57.35449735,341700,1123
6037294610,35709,33.47421809,1214,564,46.45799012,281800,1012
6037294620,41100,51.73913043,1150,868,75.47826087,350200,937
6037294701,27104,15.1856018,918,303,33.00653595,288200,942
6037294810,35223,11.55885472,1042,395,37.90786948,359600,1093
6037294820,32060,14.68298109,930,289,31.07526882,406900,923
6037294830,31830,23.77622378,1025,395,38.53658537,313000,920
6037294900,39531,29.51191827,893,452,50.61590146,295600,948
6037295103,102073,75.27527528,2121,1796,84.67703913,513300,2240
6037296210,27444,19.89130435,1018,397,38.99803536,351700,848
6037296220,27345,10.04313001,1856,521,28.07112069,325300,761
6037296300,87070,59.11227154,2003,742,37.04443335,408200,1685
6037296401,78125,69.31549961,1387,805,58.03893295,505100,1469
6037296402,78625,73.80738074,1186,1095,92.32715008,481700,1453
6037296500,36378,29.20754717,1403,791,56.37918746,374400,1083
6037296600,29559,19.82029598,2039,933,45.75772437,367400,1041
6037296901,38185,12.8678987,1698,630,37.1024735,422000,1092
6037296902,43648,18.48539058,1768,552,31.22171946,368600,1178
6037297000,78207,53.24909747,2455,1468,59.79633401,607000,1373
6037297110,32279,11.73857868,1711,552,32.26183518,349200,1046
6037297120,44005,20.68965517,1200,511,42.58333333,344800,1188
6037297201,61292,32.35509905,1479,512,34.61798513,364600,1205
6037297202,65598,42.86671132,1493,769,51.50703282,456000,1272
6037297300,72609,47.34042553,865,622,71.90751445,588000,2515
6037297400,93073,80.05198181,1683,1228,72.96494355,705800,1846
6037297500,95885,60.47819972,2284,1496,65.49912434,749300,1494
6037297601,57857,16.46757679,1351,450,33.30866025,567300,1441
6037297602,61637,41.24926341,1817,820,45.12933407,451200,1200
6037300100,118286,95.39813857,2100,2088,99.42857143,789000,2221
6037300200,83203,71.7176959,1979,1626,82.16270844,686100,1657
6037300301,105779,82.4108818,2172,2009,92.49539595,634500,1849
6037300400,81201,73.38422392,2112,1797,85.08522727,559600,1682
6037300501,86131,78.49462366,1035,937,90.53140097,610600,2248
6037300502,73819,28.26274849,2673,1139,42.61129817,617400,1428
6037300600,63447,41.31524624,3600,1531,42.52777778,594900,1412
6037300701,122644,83.26281147,2220,2066,93.06306306,840700,1887
6037300702,117596,84.23827095,2123,2024,95.33678756,978500,1954
6037300800,90253,52.48598131,2851,1563,54.82286917,680800,1607
6037300901,159923,87.95124238,2344,2315,98.76279863,850600,1901
6037300902,130893,94.92242595,725,725,100,786200,3136
6037301000,52298,35.87333003,2164,1011,46.71903882,705100,1400
6037301100,72529,40.4770779,2840,1185,41.72535211,730300,1559
6037301203,58149,40.56861673,1931,440,22.78612118,458700,1634
6037301204,50175,6.094588006,2184,112,5.128205128,316700,1437
6037301205,85938,77.91495199,749,645,86.11481976,726800,1781
6037301206,52935,27.73152966,1977,623,31.51239251,592500,1570
6037301300,133507,92.50353607,717,698,97.35006974,893200,2711
6037301400,109643,86.10662359,1331,1316,98.8730278,779000,2610
6037301501,82794,77.35191638,593,586,98.81956155,629000,1708
6037301502,45129,11.07070707,2569,434,16.89373297,447400,1483
6037301601,39882,12.55893699,2333,561,24.04629233,586400,1237
6037301602,53849,29.68460111,1670,735,44.01197605,519100,1221
6037301701,69593,41.12754159,1152,705,61.19791667,598700,1286
6037301702,45302,19.13580247,2087,544,26.06612362,467000,1288
6037301801,51576,23.6645606,1930,83,4.300518135,384100,1318
6037301802,39091,20.47075606,1533,256,16.69928245,372100,1499
6037301900,49797,27.53262896,3410,406,11.90615836,402400,1455
6037302002,46638,18.87456038,1782,90,5.050505051,342700,1209
6037302003,32188,10.09110021,1433,68,4.745289602,331700,1327
6037302004,46914,13.88888889,1678,154,9.177592372,354000,1333
6037302102,50139,31.40780413,2702,1105,40.89563286,566300,1285
6037302103,39081,11.3283208,2027,326,16.08288111,388200,1303
6037302104,54375,10.07644197,1534,187,12.19035202,428900,1355
6037302201,22750,5.670407561,1814,223,12.29327453,435900,1187
6037302202,35270,12.4026985,1965,395,20.10178117,443500,1187
6037302301,56050,19.07320349,1553,274,17.64327109,402700,1674
6037302302,45321,8.50945495,1902,335,17.61303891,614600,1237
6037302401,35187,10.55758684,2275,379,16.65934066,422700,1173
6037302503,36052,7.177700348,1480,194,13.10810811,577400,1226
6037302504,33314,10.37735849,1516,179,11.80738786,333800,1294
6037302505,34779,5.559416261,1555,160,10.28938907,532600,1178
6037302506,54595,27.56363636,1375,495,36,486900,1335
6037310100,131016,88.750648,2059,1983,96.30888781,793100,2453
6037310201,70997,46.06356968,2057,872,42.39183277,661200,1484
6037310202,68781,35.47470153,1867,792,42.42099625,666700,1770
6037310300,135714,90.41501976,1060,1060,100,722900,2988
6037310400,71953,57.85656728,1342,930,69.29955291,610200,1342
6037310501,53793,18.99280576,1399,417,29.807005,483800,1284
6037310601,51848,24.21842434,2412,668,27.69485904,464700,1328
6037310602,86875,42.43268338,1157,420,36.30077787,606600,1535
6037310701,24728,12.47833622,1162,129,11.10154905,386700,1011
6037310702,40405,10.99942562,3764,199,5.286928799,411200,1405
6037310703,37500,7.642998028,2131,200,9.385265134,364600,1351
6037310800,65573,48.29862875,2001,1204,60.16991504,600400,1216
6037310900,74667,66.45189003,2518,2036,80.85782367,588500,1528
6037311000,84167,61.03253182,1471,1119,76.0707002,573800,1266
6037311100,97993,82.75862069,1395,1231,88.2437276,542400,1234
6037311200,76454,47.28986646,1298,915,70.49306626,555600,1566
6037311300,91083,66.66666667,1513,1269,83.8730998,607700,1670
6037311400,83068,67.97583082,1010,812,80.3960396,638600,1527
6037311500,78333,38.86097152,2388,1145,47.9480737,651800,1651
6037311600,74804,20.04258717,4022,1097,27.27498757,582700,1723
6037311700,79818,55.1125148,2619,1689,64.49026346,649500,1380
6037311801,56550,19.5951417,1376,368,26.74418605,534200,1332
6037311802,51103,14.22319475,1528,231,15.11780105,324300,1418
6037320000,,#DIV/0!,0,0,#DIV/0!,,
6037320100,64583,72.64367816,1757,1586,90.26750142,332800,1425
6037320201,33849,19.33453237,1189,510,42.89318755,391400,1064
6037320202,70735,67.77027027,1554,1393,89.63963964,354600,1363
6037320300,46096,50.28801843,1886,1589,84.252386,331400,1175
6037400204,109151,91.08249881,2145,2145,100,667800,2417
6037400205,156898,95.58521561,1053,1035,98.29059829,1163700,2160
6037400206,117500,88.89496718,1892,1887,99.73572939,642500,2590
6037400207,125052,91.45129225,1509,1499,99.33730948,630500,2250
6037400302,67232,58.75109938,1162,771,66.35111876,531600,1021
6037400304,71030,48.12877264,2582,1537,59.52749806,418800,1559
6037400402,101250,78.76420455,1417,1229,86.73253352,593200,1669
6037400403,82000,71.28427128,1412,1049,74.2917847,495800,1575
6037400404,124333,90.18624642,1478,1440,97.42895805,716900,2094
6037400501,129792,93.76770538,719,713,99.16550765,803800,2542
6037400602,56786,47.89391576,1433,1024,71.45847872,380200,1222
6037400603,74038,70.63218391,1945,1322,67.96915167,365000,1411
6037400604,74635,64.12512219,1113,841,75.56154537,402600,1234
6037400800,78214,84.51612903,1029,746,72.49757046,404200,1908
6037400900,71250,66.69059584,1520,1261,82.96052632,438300,1832
6037401001,104688,89.88212181,1018,1018,100,608200,2326
6037401002,61848,38.16604709,1662,1019,61.31167268,543400,1416
6037401101,55634,42.77777778,2063,994,48.18225885,446300,1184
6037401102,60655,54.77099237,1136,813,71.56690141,346000,1523
6037401201,101786,78.66927593,1061,978,92.17719133,449300,2038
6037401202,90900,83.38257016,1386,1325,95.5988456,427700,2184
6037401203,67986,72.73266153,1687,1239,73.4439834,434200,1467
6037401303,103558,91.71894605,798,792,99.2481203,675800,3042
6037401304,114797,91.98813056,2119,2018,95.23360076,595700,2604
6037401311,76755,63.72851476,2479,1979,79.83057685,424900,1680
6037401312,66786,79.38461538,2075,1166,56.19277108,391300,1165
6037401500,70446,66.87150838,1897,1284,67.68581972,394900,1138
6037401601,60885,75.52681992,2204,946,42.92196007,231300,1635
6037401602,64511,52.34828496,1953,1386,70.96774194,406400,1424
6037401603,55718,71.90742219,1306,791,60.56661562,339200,1823
6037401701,62063,69.60046323,1769,1128,63.76483889,462300,939
6037401703,55119,38.36898396,1536,578,37.63020833,352800,1373
6037401704,52240,48.77136752,2023,935,46.21848739,313100,1243
6037401800,100354,74.4875549,2900,2506,86.4137931,555000,1750
6037401901,99375,20.19230769,133,95,71.42857143,372200,1508
6037401902,80878,43.20847522,3012,1829,60.72377158,626200,1269
6037402001,57279,45.49590537,1133,621,54.81023831,375700,1328
6037402002,57557,50.60164661,1639,1174,71.6290421,368800,1500
6037402101,67411,74.05004634,1085,1023,94.28571429,307300,1545
6037402102,65797,67.71406127,1375,1145,83.27272727,337200,1377
6037402200,65428,62.08070005,2095,1754,83.72315036,352000,1165
6037402301,52750,47.4702381,1364,1217,89.2228739,284700,1304
6037402303,37786,34.68104223,1143,717,62.72965879,306500,1001
6037402304,33250,28.78306878,989,472,47.72497472,227600,914
6037402402,49670,55.26179368,2112,1237,58.57007576,255500,1660
6037402403,58315,83.96711202,1052,609,57.88973384,205300,1603
6037402404,,0,4,4,100,,
6037402405,60250,83.61669243,659,649,98.48254932,284800,1679
6037402406,45544,45.49283909,1236,775,62.70226537,270200,967
6037402501,36453,29.3445122,1392,655,47.0545977,158500,994
6037402502,40774,30.0591716,1802,1309,72.64150943,296600,1073
6037402600,42297,49.14425428,2505,1775,70.85828343,333700,960
6037402702,32927,19.74440895,1672,767,45.87320574,336600,1008
6037402703,65227,61.71383648,1306,963,73.73660031,307400,1316
6037402705,65833,85.21126761,867,867,100,264600,1676
6037402706,58839,63.80558428,1008,909,90.17857143,297800,1420
6037402801,34208,31.8061674,1152,697,60.50347222,266100,1115
6037402803,41964,36.55462185,756,601,79.4973545,280900,1143
6037402804,42270,26.57417289,956,572,59.83263598,266000,1134
6037402902,48553,48.18688982,1516,995,65.63324538,251600,1141
6037402903,46685,47.63343404,1008,764,75.79365079,308500,1229
6037402904,61103,72.94264339,821,791,96.34591961,308900,1597
6037403000,51594,78.02124834,1534,1359,88.59191656,280900,1590
6037403200,,#DIV/0!,0,0,#DIV/0!,,
6037403303,90938,85.64036223,806,681,84.49131514,492500,2179
6037403304,81607,81.38265616,1744,1597,91.57110092,697200,2026
6037403305,74643,71.32768362,722,623,86.28808864,633500,2181
6037403312,77292,79.47737412,1624,1417,87.25369458,437200,1847
6037403316,82536,70.07640068,2509,2081,82.94141092,515500,1618
6037403317,86229,88.38526912,1468,1468,100,504500,1982
6037403318,85357,78.31813576,2016,1680,83.33333333,453300,1628
6037403319,69737,59.12596401,1649,915,55.48817465,507900,1707
6037403320,87214,82.88996372,1734,1634,94.23298731,674600,1961
6037403321,98413,74.56279809,1984,1750,88.20564516,564600,1858
6037403322,100655,76.06768735,1248,1187,95.11217949,613700,1998
6037403323,92802,76.40704946,1821,1570,86.21636463,638500,2093
6037403324,94583,79.36905358,2253,1912,84.86462494,731100,1790
6037403325,106117,84.78543563,1585,1479,93.31230284,621200,1922
6037403401,79697,73.54399009,1653,1653,100,599200,1940
6037403402,94028,79.94041708,1049,1049,100,622700,2283
6037403403,117375,95.08632138,1650,1623,98.36363636,854600,2609
6037403404,117935,84.02061856,809,802,99.13473424,728600,2380
6037403405,115000,89.81132075,530,513,96.79245283,770800,2188
6037403406,66354,68.77076412,920,787,85.54347826,623400,1831
6037403407,121023,94.90538574,780,780,100,1133700,
6037403408,92029,87.86039454,2092,1916,91.58699809,613800,1819
6037403500,88125,64.67576792,609,450,73.89162562,886400,1821
6037403600,69970,64.00717167,2280,1670,73.24561404,551900,1575
6037403702,100547,81.44044321,1122,1066,95.00891266,449800,2068
6037403703,84673,85.36585366,1662,1365,82.1299639,472500,1590
6037403721,75718,68.02507837,1659,1216,73.29716697,405300,1236
6037403722,51099,39.82089552,1749,805,46.02630074,426400,1160
6037403801,70204,60.67761807,2004,1215,60.62874251,372100,1530
6037403802,61589,59.27099842,2016,1147,56.89484127,315100,1380
6037403901,67029,79.18890075,937,924,98.61259338,380100,1830
6037403902,68149,74.4314266,1514,1020,67.37120211,384500,1430
6037404000,60789,60.29850746,1362,960,70.4845815,357400,1408
6037404100,64810,62.64808362,1497,1194,79.75951904,308800,1681
6037404201,39545,50.10080645,1040,577,55.48076923,327900,1104
6037404202,50284,56.51577503,808,531,65.71782178,359900,1124
6037404301,49080,39.9722415,1495,1104,73.84615385,340800,1353
6037404302,67639,65.2613828,593,465,78.4148398,336900,1419
6037404401,57174,53.31950207,997,851,85.3560682,322900,1400
6037404402,67219,62.39782016,1251,1131,90.40767386,353300,1409
6037404501,50893,48.5483871,653,348,53.29249617,267200,1326
6037404503,67778,74.78510029,758,544,71.76781003,311100,1244
6037404504,39175,33.65744203,1356,640,47.19764012,295600,1131
6037404600,55000,70,417,393,94.24460432,351100,1458
6037404701,52772,59.62121212,1388,1207,86.95965418,313600,1339
6037404702,43958,50.46948357,1399,1093,78.12723374,329700,1406
6037404703,41399,39.63494133,787,508,64.54891995,333300,1188
6037404801,46510,51.45788337,1943,1532,78.84714359,351600,1383
6037404802,49805,47.43961353,1143,914,79.96500437,336900,1437
6037404803,49688,70.11235955,457,226,49.45295405,313200,1068
6037404901,69034,67.68994628,1367,1238,90.56327725,341800,1186
6037404902,62928,72.57203842,956,918,96.0251046,346400,1261
6037404903,62222,63.05637982,716,618,86.31284916,333900,1332
6037405001,60742,70.81161579,1396,1329,95.20057307,339100,1072
6037405002,62064,61.10283159,699,648,92.70386266,316400,1210
6037405101,58590,63.91752577,1211,1118,92.32039637,325100,1275
6037405102,40661,54.3062201,1425,985,69.12280702,274500,1271
6037405201,52898,51.86625194,1380,984,71.30434783,337000,1164
6037405202,58958,48.16326531,1297,996,76.7925983,332800,1172
6037405203,68289,61.8226601,848,802,94.5754717,367400,1419
6037405301,64309,53.34665335,1081,522,48.28862165,381500,1220
6037405302,61485,60.53143227,1552,1195,76.99742268,414200,1338
6037405400,83996,85.74712644,1341,1341,100,362100,1862
6037405500,74896,75.09100364,1966,1634,83.11291963,404600,1121
6037405600,90250,78.23129252,1679,1479,88.08814771,414200,990
6037405701,77589,70.15209125,1096,785,71.62408759,364300,1167
6037405702,55500,55.32786885,1526,968,63.43381389,387100,1274
6037405800,67500,68.91385768,1701,1406,82.65726044,334000,1476
6037405900,76906,72.94015611,1217,913,75.02054232,360500,1446
6037406000,68750,71.04399212,1597,1418,88.79148403,369800,1639
6037406101,70132,34.31542461,1213,884,72.87716406,379300,1395
6037406102,46607,24.97621313,2234,983,44.00179051,392500,1227
6037406200,39698,41.38495093,1940,920,47.42268041,403600,1076
6037406300,93707,75.71428571,1716,1387,80.82750583,805000,1636
6037406402,93875,89.94974874,626,616,98.40255591,546800,2560
6037406411,77404,77.84200385,535,524,97.94392523,408800,1625
6037406412,90227,86.71875,797,742,93.09912171,484000,995
6037406500,74143,68.10982049,2008,1507,75.0498008,396600,1474
6037406601,86759,90.33149171,1501,1483,98.80079947,461600,1862
6037406602,69741,66.07003891,1285,1161,90.35019455,435300,1329
6037406701,71012,58.87445887,924,683,73.91774892,408200,1456
6037406702,69743,52.28241023,1749,1092,62.43567753,416200,1438
6037406800,70673,80.53231939,1338,1227,91.70403587,419600,1266
6037406901,54375,61.16182573,1226,871,71.04404568,340900,1250
6037406902,71875,68.2464455,856,719,83.9953271,366900,1125
6037407001,81538,80.36912752,1253,1080,86.19313647,341100,1434
6037407002,63015,79.81407703,774,769,99.35400517,362900,1821
6037407101,49167,64.72727273,1130,952,84.24778761,340700,989
6037407102,59259,69.66386555,1218,988,81.11658456,333800,1425
6037407200,60955,73.50199734,1555,1354,87.07395498,333600,1111
6037407301,65875,68.21917808,1095,969,88.49315068,348000,1599
6037407302,64191,81.43236074,776,771,99.3556701,330600,1396
6037407400,78750,86.25678119,553,547,98.91500904,410200,1686
6037407501,56667,61.04417671,1062,836,78.71939736,344500,1265
6037407502,67100,68.50117096,907,900,99.22822492,362600,1409
6037407601,49444,35.59160305,1136,535,47.09507042,347200,804
6037407602,54554,57.81777278,889,757,85.15185602,351800,1407
6037407701,55094,40.08928571,1208,666,55.13245033,339700,996
6037407702,70938,71.41935484,1640,1578,96.2195122,359100,1606
6037407801,70954,89.26961226,1109,1098,99.00811542,351200,1232
6037407802,73446,84.52088452,835,819,98.08383234,366600,1457
6037407900,86179,79.46127946,1525,1518,99.54098361,358900,1561
6037408003,75741,76.47554806,1294,1277,98.6862442,363300,1363
6037408004,64242,50.69605568,914,559,61.15973742,343500,1343
6037408005,86369,72.8,1634,1286,78.70257038,589500,1570
6037408006,52650,35.83252191,1086,460,42.3572744,478200,1435
6037408133,61750,38.22610868,1628,779,47.85012285,418500,1471
6037408134,87054,75.88005215,825,766,92.84848485,433000,2054
6037408135,85186,59.93349958,1232,1128,91.55844156,443200,1860
6037408136,60491,77.05382436,1059,850,80.26440038,379100,1673
6037408137,61125,40.97959184,1425,673,47.22807018,354500,1542
6037408138,46122,66.13579212,1256,837,66.64012739,222600,1270
6037408139,55129,66.74968867,815,811,99.50920245,270800,1345
6037408140,54914,65.8839779,761,664,87.25361367,311100,1660
6037408141,60746,78.61751152,1158,1056,91.19170984,342400,1454
6037408202,46830,54.89749431,473,403,85.20084567,413300,1025
6037408211,42430,45.32332564,1853,670,36.1575823,339000,1404
6037408212,64779,82.17168012,1384,1126,81.3583815,460500,2006
6037408301,66767,68.52622814,1277,1218,95.3797964,358700,1449
6037408302,76028,82.95761948,1141,1141,100,421000,1391
6037408303,75319,83.9527027,1202,1110,92.34608985,435700,1190
6037408401,65199,61.55717762,1289,1103,85.57020946,381500,1595
6037408402,89531,93.07958478,1883,1498,79.55390335,559400,1885
6037408501,58807,61.14494519,838,730,87.11217184,378800,1502
6037408503,117000,89.15975104,2052,2052,100,631100,2316
6037408504,72788,60.65989848,1656,1180,71.25603865,449200,1493
6037408505,107500,91.8814433,806,802,99.50372208,620000,1847
6037408623,61979,71.4847591,1051,705,67.07897241,550200,1696
6037408624,95563,83.89912706,1045,1037,99.23444976,550100,2302
6037408625,98646,81.76661264,1337,1218,91.09947644,566600,2063
6037408626,75300,63.41632089,1606,1036,64.50809465,646600,1564
6037408627,89600,87.5,962,962,100,635500,2375
6037408628,68362,62.72321429,1972,1377,69.82758621,575000,1551
6037408629,73603,83.87096774,1015,958,94.38423645,545600,2088
6037408630,64958,72.88135593,555,544,98.01801802,350800,1976
6037408631,75250,71.34502924,1405,1405,100,372400,1760
6037408703,102017,86.8861306,2035,2028,99.65601966,849300,2466
6037408704,40379,51.10887097,1078,661,61.31725417,455000,1279
6037408705,58369,74.07870081,1624,1512,93.10344828,490600,1842
6037408706,126927,92.48434238,505,500,99.00990099,705700,
6037408722,81806,76.15262321,1324,1305,98.56495468,492600,1925
6037408723,56298,72.36679058,823,798,96.96233293,425600,2091
6037408724,41934,6.237942122,1587,133,8.380592313,384000,1224
6037408800,34265,12.215478,1419,471,33.19238901,259100,1173
6037430002,62016,57.49273557,2525,1892,74.93069307,337500,1718
6037430003,102558,96.1589404,1521,1514,99.53977646,558800,1983
6037430101,47122,35.99075679,1808,840,46.46017699,356800,1266
6037430102,62804,63.26180258,1207,1024,84.83844242,326900,1261
6037430200,89583,63.0952381,575,423,73.56521739,1556500,2300
6037430301,124023,89.79464841,1674,1596,95.34050179,764800,2500
6037430302,65976,59.19931857,2409,1996,82.85595683,652000,1241
6037430400,129083,81.36645963,1568,1493,95.21683673,1057600,1945
6037430501,133710,82.22370173,1750,1642,93.82857143,930000,1417
6037430502,85826,49.87935195,3065,1829,59.67373573,796400,1480
6037430600,118021,88.53640952,1577,1536,97.40012682,1195500,2419
6037430701,95526,63.03680982,2050,1525,74.3902439,1160300,1344
6037430721,69944,48.37962963,1324,786,59.36555891,664800,1415
6037430723,73068,34.04645477,1818,481,26.45764576,544600,1506
6037430724,56750,25.96566524,2066,461,22.31364956,570600,1422
6037430801,73643,37.35656609,2455,1304,53.11608961,644400,1489
6037430802,95972,80.15444015,1424,1300,91.29213483,971000,1539
6037430803,90500,75.55309735,1890,1687,89.25925926,922900,1648
6037430901,56250,28.63354037,1656,743,44.86714976,459000,1331
6037430902,78508,40.85554867,1702,965,56.69800235,525400,1446
6037431001,62422,27.45172283,2951,1256,42.56184344,505500,1288
6037431002,40842,52.70164448,1363,823,60.38151137,555400,1111
6037431100,67750,40.95055209,2213,1498,67.69091731,436000,1336
6037431200,57358,66.52949246,1558,1467,94.15917843,365600,1241
6037431300,87417,64.58087367,913,804,88.06133625,538500,1703
6037431400,65772,69.0458302,1412,1245,88.17280453,556000,1143
6037431501,45030,59.81981982,1731,1169,67.53321779,452800,1094
6037431502,70000,59.5065312,1506,1369,90.90305445,546800,1626
6037431600,97109,76.52811736,1345,1216,90.40892193,1087600,998
6037431700,96972,76.90315898,2275,1998,87.82417582,1057900,1274
6037431800,62577,63.44936709,1994,1594,79.93981946,645400,1482
6037431900,50000,43.46314325,1514,1146,75.69352708,647200,1292
6037432000,60696,67.41795176,2650,2192,82.71698113,709900,1244
6037432101,78682,75.28174305,1442,1339,92.85714286,573500,1606
6037432102,75350,79.66507177,1782,1721,96.57687991,609300,1500
6037432201,43184,47.40108611,1380,1105,80.07246377,460200,1237
6037432202,46004,57.54328112,1258,1095,87.04292528,478500,1297
6037432300,51275,63.20201174,1281,1085,84.69945355,431700,1412
6037432401,42578,47.72036474,1080,718,66.48148148,372300,1134
6037432402,39536,37.76070252,1911,1373,71.84720042,412100,1112
6037432500,53155,55.79329834,2546,2097,82.36449332,380200,1314
6037432601,43029,45.85507246,1833,1620,88.3797054,436200,1215
6037432602,69034,61.36363636,1269,1217,95.90228526,397200,1554
6037432700,36314,49.18276374,1457,1289,88.46945779,364600,1074
6037432801,22440,20.02152853,1033,429,41.52952565,390000,786
6037432802,28609,13.48707198,1557,543,34.87475915,344000,1043
6037432901,55185,49.20127796,1340,1059,79.02985075,471000,1241
6037432902,67716,71.26823793,955,910,95.28795812,470900,1284
6037433101,42311,63.41085271,679,507,74.66863034,407300,850
6037433102,37411,22.81931464,1403,1011,72.0598717,387100,1113
6037433200,39355,37.95031056,1779,1303,73.24339517,382600,979
6037433302,30000,32.01754386,469,267,56.92963753,291300,975
6037433304,36750,18.53846154,1470,539,36.66666667,360400,1064
6037433305,41227,21.78217822,1331,705,52.96769346,356000,1175
6037433306,45580,42.83903676,804,542,67.41293532,334300,1244
6037433307,50634,42.72727273,938,590,62.89978678,357500,1319
6037433401,44514,41.19278779,837,546,65.23297491,335400,1283
6037433402,31304,37.30484799,1267,793,62.58879242,343900,1070
6037433403,31920,18.69599372,1355,773,57.04797048,378700,1048
6037433501,24663,22.14411248,599,254,42.40400668,,828
6037433503,45595,35.79088472,769,566,73.60208062,443200,1229
6037433504,36142,20.67352666,1107,876,79.13279133,351300,1149
6037433601,48571,55.11869436,1409,1312,93.11568488,499400,1180
6037433602,30819,44.43021767,842,634,75.29691211,401400,1023
6037433700,57250,64.13934426,976,706,72.33606557,351500,1137
6037433801,43608,38.25910931,1579,902,57.12476251,358400,1164
6037433802,60000,67.27467811,951,868,91.2723449,359500,1342
6037433901,30337,19.02294597,1436,924,64.3454039,324100,1014
6037433902,43013,57.23756906,1014,902,88.95463511,354200,1205
6037434001,44623,63.04347826,1048,723,68.98854962,339600,1366
6037434003,38239,41.44556267,1109,1000,90.17132552,414600,1116
6037434004,47900,50.58309038,738,701,94.98644986,361900,1329
6037460000,114936,87.42368742,1838,1799,97.8781284,840800,2250
6037460100,118077,91.64556962,2541,2507,98.66194412,823000,1652
6037460200,101393,67.98122066,2193,2036,92.84085727,610500,1687
6037460301,87321,87.52304856,1773,1758,99.15397631,617200,1493
6037460302,83456,79.72582973,1485,1455,97.97979798,456700,1478
6037460401,82500,77.4691358,328,277,84.45121951,556400,1269
6037460501,177104,94.09513395,1932,1923,99.53416149,1195500,2453
6037460502,144038,90.64697609,1508,1498,99.33687003,1094900,2343
6037460600,154563,92.58760108,1560,1471,94.29487179,1184800,2036
6037460700,184000,89.3125,1733,1661,95.84535488,1662400,2539
6037460800,187625,94.32565789,1369,1355,98.97735573,1360300,3501
6037460900,69015,54.28429916,2129,1684,79.09816815,458800,1431
6037461000,54900,63.82730455,1919,1748,91.08910891,425600,1417
6037461100,73713,54.21398685,1824,1423,78.01535088,562900,1351
6037461200,121618,82.93103448,1811,1707,94.2573164,778000,1663
6037461300,85448,52.89320388,2637,2118,80.3185438,638800,1294
6037461400,55179,37.41007194,1406,818,58.17923186,651800,1232
6037461501,66667,47.90372671,1391,1037,74.55068296,494700,1430
