GEOID,MedianHouseholdIncome16,PerOO16,Housing Units:,Housing Units: 1 Unit,PerSingFam16,Median HomeValue16,MedianGrossRent16
6037192420,51699,16.03843311,1501,260,17.32178548,601500,1155
6037192510,45792,15.1642797,1271,381,29.97639654,503200,1225
6037192520,35485,6.912144703,1662,246,14.80144404,497300,998
6037192610,28981,5.146036161,1610,124,7.701863354,631000,1073
6037192620,31571,3.9408867,1355,114,8.413284133,629300,1037
6037192700,40146,12.48835042,1154,282,24.43674177,478600,1197
6037194101,80906,31.01109741,1881,627,33.33333333,1303600,1697
6037194102,128875,71.05093488,1670,1399,83.77245509,1247100,1839
6037194200,120000,76.25598086,1938,1697,87.56449948,1207500,2633
6037194300,186422,77.05685619,1721,1536,89.25043579,2000000,2060
6037194401,77108,16.76970634,1403,366,26.08695652,1110600,1580
6037194402,84367,27.6372315,2237,428,19.1327671,845700,1958
6037194500,85313,49.73656481,1077,532,49.39647168,1392900,1461
6037195100,135011,58.41824357,2185,1544,70.66361556,1037500,1900
6037195201,67898,18.05298829,1701,414,24.33862434,919400,1467
6037195202,101656,52.28357192,1560,1132,72.56410256,924300,1835
6037195300,67342,17.70761839,1603,535,33.37492202,605700,1445
6037195400,86900,34.07275954,2455,1276,51.97556008,667500,1306
6037195500,75632,44.5264987,2452,1581,64.47797716,775100,1267
6037195600,65137,27.93296089,1277,635,49.72592013,666700,1215
6037195710,45306,13.00380228,1392,365,26.22126437,546500,1100
6037195720,41875,16.58986175,944,302,31.99152542,510400,1017
6037195802,42991,17.32620321,990,404,40.80808081,617200,1101
6037195803,62386,25.87108014,1247,435,34.88372093,667100,1226
6037195804,50946,21.58634538,1168,471,40.32534247,520800,1256
6037195901,51899,10.55456172,1172,317,27.04778157,607100,1216
6037195902,69479,24.570273,1047,373,35.62559694,655800,1348
6037195903,45850,14.70588235,1003,398,39.68095713,507200,1166
6037197200,53611,50.25553663,1205,1024,84.97925311,366200,1150
6037197300,64632,23.91430226,1779,869,48.84766723,687500,1238
6037197410,92132,49.88009592,1774,1336,75.31003382,669000,1672
6037197420,45893,31.63035312,1424,752,52.80898876,598700,1111
6037197500,61532,19.73766396,1687,616,36.51452282,834400,1386
6037197600,56000,21.13402062,1000,283,28.3,626200,1255
6037197700,31110,15.57951482,1964,386,19.65376782,409700,1119
6037199000,44215,30.07836046,1761,556,31.5729699,372400,1034
6037199110,52708,54.92371706,769,654,85.04551365,356900,1171
6037199120,28160,23.24955117,1143,434,37.97025372,425400,1004
6037199201,33517,14.40606571,1208,384,31.78807947,354500,969
6037199202,46731,45.18072289,891,698,78.33894501,399400,1117
6037199300,52857,56.25990491,1311,1085,82.76125095,465600,1127
6037199400,38244,36.09141056,1370,806,58.83211679,417000,1022
6037199700,31707,19.72477064,1167,518,44.38731791,352700,1195
6037199800,27452,27.50333778,1576,1024,64.97461929,383000,963
6037199900,32019,19.15455746,831,446,53.67027677,405400,910
6037201110,46607,57.02592087,782,653,83.50383632,359100,1105
6037201120,41208,34.17238749,1354,726,53.61890694,396700,1094
6037201200,40601,34.92695883,775,537,69.29032258,388000,1035
6037201301,42878,46.237534,1110,801,72.16216216,434400,966
6037201302,66316,62.16216216,1948,484,24.84599589,350700,1652
6037201401,42635,42.73381295,1426,775,54.34782609,333100,1108
6037201402,55000,71.36690647,1430,1184,82.7972028,443500,935
6037201501,42583,42.40506329,1624,1152,70.93596059,386100,1056
6037201503,36098,24.72527473,968,574,59.29752066,368400,1137
6037201504,42045,53.17725753,658,547,83.13069909,339600,1201
6037201601,59013,63.05343511,696,572,82.18390805,385300,970
6037201602,56103,59.30949445,865,778,89.94219653,359100,1212
6037201700,57500,48.25327511,1492,948,63.53887399,370600,1161
6037203100,25515,15.11254019,1258,461,36.645469,277500,799
6037203200,36944,29.56656347,1340,834,62.23880597,311900,1048
6037203300,31118,15.35087719,456,169,37.06140351,370600,1043
6037203500,34929,17.56465517,1022,549,53.71819961,296600,1011
6037203600,32232,23.66818874,1448,790,54.55801105,317000,1031
6037203710,36037,21.69117647,838,544,64.91646778,299300,1043
6037203720,27975,12.5,1093,557,50.96065874,369800,920
6037203800,41292,39.72246314,1188,848,71.38047138,318500,1107
6037203900,42381,42.52199413,753,601,79.81407703,327300,1087
6037204110,34095,40.1774398,879,705,80.20477816,307300,1040
6037204120,38014,36.47887324,727,583,80.19257221,365800,1071
6037204200,28203,10.34858388,983,512,52.0854527,296400,930
6037204300,30417,19.74822974,1368,832,60.81871345,396700,957
6037204410,30313,9.105180534,681,352,51.6886931,350000,924
6037204420,22852,9.371554576,990,293,29.5959596,365300,831
6037204600,34332,20.23070098,1165,615,52.78969957,323100,981
6037204700,40083,41.2195122,1280,1032,80.625,326200,926
6037204810,37519,32.61802575,1235,934,75.62753036,399000,1013
6037204820,40815,50.68493151,548,498,90.87591241,281900,1056
6037204910,37788,33.33333333,846,665,78.60520095,380400,963
6037204920,36048,48.42271293,687,651,94.75982533,317000,1071
6037205110,41344,0,885,39,4.406779661,,1165
6037205120,27326,12.63157895,963,236,24.50674974,304700,969
6037206010,19313,9.943181818,1077,162,15.04178273,502400,653
6037206020,76250,0,266,24,9.022556391,,2178
6037206031,84231,30.59384942,2147,76,3.539823009,540200,2218
6037206032,31336,18.44838119,1741,514,29.52326249,353100,834
6037206050,21700,6.034482759,844,72,8.530805687,335000,804
6037206200,19968,16.20947631,2168,45,2.075645756,384000,492
6037206300,10419,0.648035642,2715,84,3.093922652,,299
6037207101,36272,3.925120773,1832,79,4.312227074,326500,1560
6037207102,18641,2.700096432,1134,53,4.67372134,575000,710
6037207103,23603,6.088992974,886,78,8.803611738,470000,941
6037207301,38176,8.258426966,3949,57,1.443403393,454300,1324
6037207302,40453,6.773038098,3568,16,0.448430493,442200,1699
6037207400,,0,89,10,11.23595506,,1313
6037207501,63617,19.31179775,1536,10,0.651041667,497400,1752
6037207502,15350,0,2141,23,1.074264362,,406
6037207710,69271,13.15010571,2808,50,1.780626781,631400,2023
6037207900,71801,25.04884721,2936,73,2.486376022,615700,2178
6037208000,38152,4.945968412,2500,403,16.12,289900,1165
6037208301,40347,4.570383912,556,61,10.97122302,776800,1061
6037208302,31573,10.52631579,1613,336,20.83075015,440500,862
6037208401,25577,2.56232687,1480,98,6.621621622,408300,854
6037208402,37457,15.04975124,841,296,35.19619501,574400,1066
6037208501,57500,10.78680203,909,184,20.2420242,373100,1141
6037208502,30276,3.76904571,1330,135,10.15037594,439700,901
6037208610,39216,15.14522822,1571,291,18.52323361,322100,1134
6037208620,36765,8.193779904,1818,151,8.305830583,475000,1116
6037208710,45479,10.19141231,2080,19,0.913461538,318800,1183
6037208720,23901,1.993355482,1638,100,6.105006105,,816
6037208801,26791,0,1322,17,1.285930408,,938
6037208802,31318,2.274394718,1497,77,5.143620574,,897
6037208902,31175,0,712,17,2.387640449,,929
6037208903,28772,0,1217,10,0.821692687,,813
6037208904,17229,0,1364,113,8.284457478,,736
6037209102,19515,3.20744956,2072,40,1.930501931,375600,796
6037209103,24825,1.379310345,1108,68,6.137184116,,818
6037209104,19887,0,965,36,3.730569948,,770
6037209200,37548,7.588235294,1906,44,2.308499475,560100,1597
6037209300,25191,2.318392581,2231,106,4.751232631,442300,937
6037209401,20333,1.041666667,1564,67,4.283887468,,774
6037209402,25530,0.589721988,1283,40,3.117692907,,808
6037209403,17269,0,1358,41,3.019145803,,697
6037209510,28375,3.437815976,1102,16,1.451905626,365400,887
6037209520,22434,1.973684211,1022,63,6.164383562,444400,868
6037209810,29250,3.111739745,778,55,7.06940874,597200,842
6037209820,21921,11.25748503,869,206,23.70540852,450000,847
6037210010,24323,11.73228346,1299,182,14.01077752,284500,810
6037211000,135270,67.10601719,1915,1356,70.80939948,1459300,1916
6037211120,40056,7.889301941,2628,36,1.369863014,428700,1221
6037211121,45372,5.245153934,983,101,10.27466938,704500,1295
6037211122,44812,2.938840349,1363,98,7.19002201,584800,1160
6037211201,39621,4.017857143,979,56,5.720122574,700000,1007
6037211202,33261,7.330415755,1018,91,8.939096267,707000,980
6037211310,32136,2.997694081,1368,76,5.555555556,602300,1076
6037211320,30018,2.743142145,1314,54,4.109589041,618100,884
6037211410,37853,6.244503078,1216,202,16.61184211,562500,1093
6037211420,37614,17.42133538,1405,371,26.40569395,614000,1010
6037211500,52054,34.77765108,1892,780,41.22621564,1479200,1169
6037211701,62586,26.31118881,1258,293,23.290938,2000001,1643
6037211703,40023,11.18133204,2133,67,3.141115799,381500,1151
6037211704,34303,9.621353197,1813,22,1.213458356,276600,1067
6037211802,37045,9.923319802,2414,7,0.289975145,514700,1124
6037211803,39840,4.86453202,1738,7,0.402761795,189100,1216
6037211804,32235,8.087679516,1396,67,4.799426934,586800,1183
6037211910,41300,4.023668639,1932,9,0.465838509,234700,1121
6037211921,35086,2.621359223,1145,18,1.572052402,,1041
6037211922,41714,1.630837658,1486,0,0,115000,1118
6037212101,43182,7.511045655,1405,9,0.640569395,492900,1355
6037212102,29872,1.948051948,1349,0,0,,945
6037212202,34375,2.315963606,1287,36,2.797202797,,834
6037212203,21426,0.314218382,1364,34,2.492668622,,804
6037212204,25104,3.990422985,1339,44,3.286034354,358300,792
6037212303,29038,0,1398,0,0,,823
6037212304,26005,0.611995104,880,11,1.25,,857
6037212305,32941,3.703703704,1111,73,6.570657066,531300,900
6037212306,32144,5.897658283,1254,35,2.791068581,443300,1144
6037212410,37712,2.789076119,1832,26,1.419213974,,1247
6037212420,35208,6.32805995,1319,65,4.927975739,674200,1063
6037212501,36108,3.232125367,1032,9,0.872093023,,1057
6037212502,40024,4.195270786,1382,46,3.328509407,,1156
6037212610,36056,17.22252597,1906,148,7.764952781,751400,1118
6037212620,33867,5.117270789,1917,153,7.981220657,726400,1089
6037212701,43672,41.91461837,822,418,50.85158151,725000,1152
6037212702,66076,48.91835311,1537,476,30.96942095,749500,1691
6037212800,45995,37.88187373,1499,731,48.7658439,733400,1130
6037212900,40346,9.749839641,1602,215,13.42072409,750000,1088
6037213100,40000,28.4375,1013,247,24.38302073,717000,1142
6037213201,29052,7.661822985,1644,179,10.88807786,384100,1053
6037213202,33800,16.28264209,1385,378,27.29241877,555100,1022
6037213310,36753,8.83882149,1213,171,14.09727947,467700,1163
6037213320,28523,6.022845275,1032,159,15.40697674,638900,873
6037213401,31419,2.636103152,1806,63,3.488372093,448500,1061
6037213402,33398,4.394141145,1742,51,2.927669346,683800,999
6037214000,81288,56.76691729,1358,777,57.21649485,1141200,1915
6037214100,103333,33.2,1811,574,31.69519602,1794900,2410
6037214400,66902,5.457853244,1835,64,3.48773842,902200,1755
6037214501,88482,1.698236447,1665,197,11.83183183,1796900,2435
6037214502,73802,0,2810,75,2.669039146,,2138
6037214503,68125,0,1638,93,5.677655678,,1964
6037214600,84615,31.01644245,1436,436,30.36211699,1116800,1834
6037214700,93073,38.84833739,1346,487,36.18127786,1157500,1821
6037214800,93569,18.93033075,1525,313,20.52459016,1154500,1897
6037214901,61357,22.90686736,2306,216,9.366869037,619200,1830
6037214902,75250,15.67301782,1760,120,6.818181818,868800,2058
6037215101,54333,8.103241297,1826,18,0.985761227,625000,1649
6037215102,59018,0.68359375,2215,14,0.632054176,,1596
6037216100,96552,54.90566038,1157,739,63.87208297,929600,1583
6037216200,81452,20.27736132,2900,556,19.17241379,961800,1771
6037216300,84063,35.31711555,2508,744,29.66507177,1135700,1682
6037216401,53704,11.60626836,2271,17,0.748568912,642000,1606
6037216402,71534,11.15031757,1554,62,3.98970399,664700,1765
6037216700,69593,39.72431078,1779,621,34.90725126,711700,1618
6037216800,82063,38.66481224,1577,566,35.89093215,1076900,1878
6037216900,52262,41.25305126,2526,1014,40.14251781,729400,1412
6037217001,72614,43.35596508,1091,483,44.27131072,1121400,1811
6037217002,71208,24.1005635,2412,468,19.40298507,846200,1527
6037217100,62414,31.74265019,2559,784,30.63696757,747200,1281
6037217200,52426,17.10199005,1700,395,23.23529412,795600,1308
6037218110,41587,33.19185059,1199,454,37.86488741,610400,1134
6037218120,34263,18.11894882,1489,392,26.32639355,600500,1026
6037218210,33806,27.21631206,1284,415,32.32087227,448200,1088
6037218220,41276,35.93262633,1654,631,38.14993954,636900,1125
6037218300,41611,33.224146,2241,929,41.45470772,487200,1175
6037218400,36667,28.10734463,1571,670,42.64799491,482700,1196
6037218500,40913,36.14457831,1078,538,49.90723562,516400,1142
6037218600,48571,40.47619048,1143,554,48.46894138,388800,1195
6037218701,52622,37.61682243,906,475,52.42825607,678100,983
6037218702,35330,27.26146221,851,266,31.2573443,413500,897
6037218800,46198,27.35326689,965,389,40.31088083,549200,1053
6037218900,34304,11.32908288,2230,503,22.55605381,653400,1073
6037219010,49583,53.01775148,899,741,82.42491657,363500,1282
6037219020,38836,48.70900209,1515,1155,76.23762376,326300,971
6037219300,29980,25.66371681,1524,787,51.64041995,395600,1045
6037219500,57236,75.5186722,789,577,73.13054499,441600,1081
6037219700,44808,45.12555391,1469,929,63.24029952,361700,974
6037219800,29375,25.73099415,1061,532,50.14137606,349300,1012
6037219901,28846,30.09708738,1526,580,38.0078637,369400,1044
6037219902,39356,44.84193012,1263,655,51.86064925,361600,1303
6037220000,43333,31.83168317,2150,1080,50.23255814,371200,1140
6037220100,39663,37.89173789,1101,376,34.15077203,485000,1037
6037221110,30456,9.236569274,1102,243,22.0508167,509800,925
6037221120,31889,9.836065574,868,215,24.76958525,507100,1044
6037221210,36184,21.25,907,280,30.87100331,530000,1059
6037221220,35815,13.52941176,1041,330,31.70028818,300000,987
6037221302,35148,7.736804049,1417,184,12.98517996,427900,1090
6037221303,28125,10.67708333,806,125,15.50868486,500000,920
6037221304,40947,3.780378038,1162,33,2.839931153,454500,1097
6037221401,21937,8.699122107,1378,281,20.39187228,756700,774
6037221402,29321,19.89189189,966,299,30.95238095,628600,1027
6037221500,32008,17.16917923,1293,427,33.02397525,362900,885
6037221601,34519,20.91212458,962,546,56.75675676,505800,928
6037221602,25625,6.912442396,892,337,37.78026906,360000,1028
6037221710,30326,16.62995595,965,537,55.64766839,422300,1045
6037221810,14063,8.371040724,985,283,28.73096447,457100,1050
6037221820,16723,2.889576883,1048,120,11.45038168,326300,1424
6037221900,12265,6.976744186,944,227,24.04661017,,1058
6037222001,50179,53.38512764,949,833,87.77660695,377200,1244
6037222002,42431,38.64150943,1387,1090,78.58687815,346600,1203
6037222100,34663,24.82758621,1211,785,64.82246078,420000,1093
6037222200,34142,23.75737152,1280,514,40.15625,470000,965
6037222500,33529,31.30563798,1410,1079,76.5248227,382500,1178
6037222600,26188,15.35626536,1803,861,47.75374376,438200,1115
6037222700,6875,0,169,4,2.366863905,,2432
6037224010,19976,0,1417,0,0,,704
6037224020,22135,5.061867267,1031,114,11.05722599,172300,772
6037224200,25517,11.28133705,750,245,32.66666667,275000,847
6037224310,30000,5.828220859,665,72,10.82706767,,849
6037224320,29738,7.778819119,1117,192,17.18889884,267700,777
6037224410,26582,24.57305503,1148,507,44.16376307,392300,1009
6037224420,22563,7.503410641,800,144,18,654400,785
6037224600,33487,11.71974522,847,257,30.34238489,302700,828
6037224700,10042,0.924024641,1123,137,12.19946572,,1526
6037226001,38090,16.49694501,524,283,54.00763359,339700,1088
6037226002,29375,14.04958678,1121,42,3.746654773,357400,632
6037226410,36225,11.73054588,885,420,47.45762712,305000,957
6037226420,28980,13.75,1327,652,49.13338357,297800,925
6037226700,32034,20.80924855,1459,981,67.23783413,311200,1056
6037227010,32035,24.65116279,1152,795,69.01041667,348100,1099
6037227020,34375,25.85034014,801,508,63.42072409,300000,918
6037228100,44048,46.20123203,1115,909,81.52466368,250000,1144
6037228210,30417,25.250501,1023,646,63.14760508,316300,1022
6037228220,31542,30.41065483,945,613,64.86772487,292000,990
6037228310,34795,29.38295788,1040,694,66.73076923,270800,1014
6037228320,25000,28.10734463,755,457,60.52980132,329500,1008
6037228410,35268,34.93150685,756,546,72.22222222,302800,1130
6037228420,28426,17.3553719,752,425,56.51595745,344400,936
6037228500,30098,20.0178731,1192,790,66.27516779,270800,1030
6037228600,33594,16.55691439,1130,741,65.57522124,234100,981
6037228710,27703,25.81322141,1032,676,65.50387597,327600,1014
6037228720,33487,27.62487258,1048,737,70.32442748,282000,1087
6037228800,29342,33.33333333,1276,768,60.18808777,305000,825
6037228900,14259,18,767,329,42.89439374,287500,513
6037229100,42518,34.56410256,1023,884,86.41251222,226800,1167
6037229200,25598,30.66666667,1153,658,57.06851691,319600,816
6037229300,31044,22.37871674,1329,925,69.60120391,320000,1121
6037229410,25509,19.8482933,828,582,70.28985507,230700,970
6037229420,31182,38.19905213,1084,789,72.78597786,311300,1089
6037231100,26250,10.54216867,721,226,31.34535368,327100,940
6037231210,25958,21.37271937,1212,503,41.50165017,290400,971
6037231220,24219,7.564422278,1274,328,25.74568289,321300,975
6037231300,29943,27.17854966,1664,774,46.51442308,291100,1020
6037231400,35814,39.39393939,1573,1089,69.23076923,357400,1001
6037231500,46413,52.00276243,1513,1145,75.677462,301900,1138
6037231600,35731,23.55940847,2215,1210,54.6275395,311100,1006
6037231710,19492,15.00857633,1279,351,27.44331509,290700,977
6037231720,29773,16.51612903,1638,504,30.76923077,268400,1037
6037231800,27083,17.03821656,1374,655,47.67103348,333000,1052
6037231900,25854,21.89679219,1513,730,48.24851289,280300,945
6037232110,25326,21.37767221,904,452,50,290200,994
6037232120,31138,19.38697318,1422,741,52.10970464,302100,981
6037232200,31688,29.96555683,942,545,57.85562633,338900,1028
6037232300,41111,59.48434622,1158,1042,89.98272884,348500,1244
6037232400,35266,45.26315789,2078,1573,75.69778633,309200,1069
6037232500,31280,43.70860927,1514,1105,72.98546896,307500,1184
6037232600,27388,41.63424125,1924,1367,71.04989605,289900,974
6037232700,28125,29.86512524,1663,1091,65.60432952,323600,1076
6037232800,29730,29.48717949,970,683,70.41237113,288500,1072
6037234000,52231,65.6124498,2094,1686,80.51575931,400500,990
6037234200,52794,61.22082585,1181,907,76.79932261,488500,1198
6037234300,34718,20.88870432,2565,558,21.75438596,453800,1117
6037234501,37695,62.86966046,963,801,83.17757009,299100,1050
6037234502,30489,28.31325301,1239,679,54.80225989,336900,1017
6037234600,36625,57.8334304,1808,1326,73.34070796,389800,993
6037234700,33286,41.86046512,1534,869,56.64928292,323300,989
6037234800,51414,60.99912358,1215,974,80.16460905,256700,1123
6037234901,16835,5.243088656,1167,205,17.5664096,332600,897
6037234902,25750,17.28907331,1677,513,30.59033989,344100,966
6037235100,69504,74.75560667,1871,1626,86.90539818,416000,1166
6037235201,38250,53.68196371,1011,787,77.84371909,298900,1143
6037235202,25958,25.19978689,2081,799,38.3950024,345800,1010
6037236000,78112,83.03282478,2212,1209,54.65641953,470700,1688
6037236100,21899,13.49777321,3068,421,13.72229465,329600,982
6037236202,26948,0.714853058,2669,100,3.746721619,,1038
6037236203,29042,1.82063385,1574,52,3.303684879,,1068
6037236204,23220,0,1472,17,1.154891304,,989
6037236400,60275,53.14228255,2172,1059,48.75690608,603000,1233
6037237101,24849,28.09839167,1150,782,68,311200,974
6037237102,29107,28.58744395,962,639,66.42411642,306800,999
6037237201,38378,45.07462687,1033,907,87.80251694,274200,898
6037237202,36496,43.29132691,1386,955,68.9033189,289100,1192
6037237300,32202,46.55737705,1979,1481,74.83577564,256200,1141
6037237401,31212,50.09784736,1114,968,86.8940754,251300,1063
6037237402,36125,62.34567901,1060,880,83.01886792,258600,923
6037237500,24815,18.7804878,878,461,52.50569476,312700,933
6037237600,31250,28.03738318,1242,715,57.568438,244600,950
6037237710,25234,16.08738828,1161,475,40.91300603,309400,1081
6037237720,24615,17.91767554,921,485,52.66015201,291400,1096
6037237800,36862,66.17161716,1409,1159,82.2569198,325000,989
6037237900,39475,59.69811321,1428,1096,76.75070028,315800,1153
6037238000,48143,61.89759036,2205,1728,78.36734694,351000,1146
6037238100,42134,49.94298746,1850,1327,71.72972973,325300,1154
6037238200,38000,43.11431143,2404,1654,68.80199667,341700,983
6037238310,24369,12.837345,1454,576,39.61485557,314100,987
6037238320,24420,18.48512173,1151,514,44.65682016,395900,900
6037238400,52036,63.22946176,1893,1536,81.14104596,337500,1210
6037239201,31250,19.02604757,939,693,73.80191693,283300,1019
6037239202,32647,27.09551657,1144,982,85.83916084,269100,1140
6037239310,31845,26.91161867,1077,862,80.0371402,282000,1019
6037239320,39302,39.29411765,872,740,84.86238532,315600,1101
6037239330,36569,34.33908046,718,621,86.4902507,270600,1078
6037239501,31000,35.18930958,937,721,76.94770544,262100,1013
6037239502,28750,44.1314554,895,622,69.4972067,315000,1034
6037239601,34477,24.29245283,959,640,66.73618352,273600,1024
6037239602,29219,19.31684335,917,593,64.66739368,238700,1157
6037239701,30915,29.62607862,1086,837,77.0718232,249100,989
6037239702,27446,25.47528517,1088,700,64.33823529,271700,1109
6037239801,28598,33.57314149,928,635,68.42672414,263800,1093
6037239802,37639,32.28285934,1379,970,70.34082669,271100,1118
6037240010,29179,19.95905834,1036,564,54.44015444,241700,980
6037240020,38412,51.25984252,1314,1091,83.02891933,273600,1315
6037240200,26437,22.03147353,1498,996,66.48865154,268900,1138
6037240300,27125,25.85978836,1714,1008,58.80980163,259100,881
6037240401,27917,20.17673049,1534,803,52.34680574,271400,973
6037240402,33297,42.60089686,1186,790,66.61045531,257000,993
6037240500,31600,27.7992278,1711,1178,68.84862653,281900,1195
6037240600,34240,34.91686461,1348,1045,77.52225519,225300,1202
6037240700,39265,48.02867384,1766,1415,80.12457531,259500,1022
6037240800,36750,48.07149577,1112,883,79.40647482,259000,990
6037240900,31883,47.38778514,1449,1152,79.50310559,295500,1045
6037241001,34491,42.73127753,1191,941,79.00923594,257800,1108
6037241002,37750,39.97933884,1014,693,68.34319527,300300,1174
6037241110,33477,34.41138422,827,640,77.38814994,286000,1176
6037241120,27353,30.19169329,1311,856,65.29366895,295800,1056
6037241201,41705,52.08085612,896,666,74.33035714,269400,1262
6037241202,31496,34.33602348,1564,961,61.44501279,281500,1080
6037241300,30735,43.93063584,762,417,54.72440945,298100,941
6037241400,29038,30.34090909,972,548,56.37860082,297800,1077
6037242000,30682,34.70919325,1104,784,71.01449275,256600,1110
6037242100,14728,0,759,141,18.5770751,,524
6037242200,30795,36.4713217,1672,1051,62.85885167,243500,936
6037242300,31202,35.23012552,1242,774,62.31884058,222900,1025
6037242600,14483,6.619937695,1352,228,16.86390533,328000,513
6037242700,34722,41.36513158,1313,1169,89.03274943,283200,1167
6037243000,42470,56.07755406,1480,1350,91.21621622,236900,1524
6037243100,23698,29.06815021,1490,708,47.51677852,250700,762
6037261101,202014,83.70520622,1644,1610,97.93187348,1744200,2727
6037261102,165875,92.20779221,1876,1845,98.34754797,2000001,
6037261200,156250,81.13317757,1897,1890,99.63099631,1166300,1982
6037262100,168409,86.8466899,1514,1506,99.47159841,2000001,2794
6037262200,193877,76.36063771,1992,1637,82.17871486,2000001,2029
6037262301,212083,90.68255688,984,984,100,1780700,3063
6037262302,155559,79.93282955,1218,949,77.91461412,2000001,1988
6037262303,196786,92.23659889,1250,1250,100,2000001,2644
6037262400,250001,92.59589652,1338,1338,100,2000001,3050
6037262501,168472,79.14110429,1493,1293,86.60415271,1740000,3413
6037262601,191625,91.48311307,1477,1437,97.29180772,1521600,3501
6037262604,165987,75.40921203,2703,2213,81.87199408,1738600,3215
6037262704,100461,67.11499664,1779,979,55.03091625,1574100,1887
6037262706,183646,76.69764117,1441,1134,78.69535045,2000001,2085
6037262802,209922,84.49891853,1614,1415,87.67038414,2000001,2021
6037264000,224167,77.86195286,1323,1157,87.45275888,2000001,2236
6037264102,95242,31.5483871,1793,149,8.310094813,629700,2142
6037264103,86944,26.30522088,1605,79,4.92211838,820400,1895
6037264301,87525,18.71267419,3191,40,1.253525541,848300,1873
6037264302,90440,35.9804946,3207,784,24.44652323,1025200,2115
6037265100,97344,56.7961165,1588,609,38.35012594,2000001,2332
6037265201,74167,61.59737418,1093,419,38.33485819,1736100,1544
6037265202,82589,28.82352941,2346,240,10.23017903,1355400,2252
6037265301,,#DIV/0!,0,0,#DIV/0!,,
6037265303,14834,3.243616287,1609,16,0.994406464,481600,1862
6037265304,17250,0.742311771,1023,84,8.211143695,,1512
6037265305,26071,4.535017222,1984,9,0.453629032,,1648
6037265410,130240,60.3588907,684,511,74.70760234,1275900,1954
6037265420,166500,65.05376344,776,574,73.96907216,1726100,2601
6037265510,42356,11.10630942,2485,44,1.770623742,459500,1930
6037265520,92168,36.90422152,2415,335,13.87163561,745700,2281
6037265601,92344,38.43991567,1484,408,27.49326146,751400,2062
6037265602,109049,55.32759762,1843,291,15.78947368,1093800,2350
6037265700,86250,38.83610451,2711,480,17.70564367,1156000,2128
6037267100,86551,45.64068692,3075,842,27.38211382,925000,1744
6037267200,80958,40.73268045,3004,707,23.53528628,714700,2008
6037267300,53954,9.5482068,2147,144,6.707033069,634900,1439
6037267402,67063,15.34727409,2694,94,3.489235338,624400,1611
6037267403,80156,11.0107284,1806,42,2.325581395,617500,1713
6037267404,70571,12.95336788,1674,17,1.015531661,698500,2008
6037267501,66979,15.50094518,2680,217,8.097014925,632800,1563
6037267502,67857,20.22332506,1712,459,26.81074766,912700,1483
6037267600,70852,35.00404204,1311,639,48.74141876,816400,1838
6037267700,80826,29.44281525,1879,365,19.42522618,711800,1705
6037267800,76786,56.01001669,1269,798,62.88416076,990600,2028
6037267901,120208,76.73301304,1951,170,8.713480267,1077900,2372
6037267902,113833,57.72669221,1747,663,37.95077275,992000,1939
6037269000,123814,53.75647668,2480,1307,52.7016129,1711700,2517
6037269100,82344,34.33385993,2098,575,27.40705434,960400,1899
6037269300,154114,79.43680419,1557,1404,90.1734104,1532300,2638
6037269500,162269,90.21970234,1459,1437,98.49211789,1207600,3463
6037269601,41333,11.24763705,1116,176,15.77060932,640200,1361
6037269602,53210,17.6735798,1179,319,27.05682782,839300,1283
6037269700,66531,43.78346222,1772,755,42.60722348,723800,1327
6037269800,54238,18.71525633,1730,409,23.6416185,727800,1487
6037269903,58125,3.349001175,1852,49,2.645788337,637200,1441
6037269904,58853,1.540683678,2294,97,4.22842197,,1424
6037269905,59807,1.097293343,1408,89,6.321022727,,1481
6037269906,70952,8.125819135,1638,23,1.404151404,512700,1565
6037269907,57432,10.5188344,1459,54,3.701165182,485900,1363
6037270100,49888,9.856344773,2565,76,2.962962963,392900,1530
6037270200,52708,35.55181129,1348,738,54.74777448,592500,1208
6037270300,68859,49.21135647,997,565,56.67001003,726300,1316
6037271100,91667,64.42105263,1023,739,72.23851417,866100,1508
6037271200,65931,17.95511222,1203,192,15.96009975,674700,1604
6037271300,77941,61.6027532,2144,1493,69.63619403,745100,1700
6037271400,98947,85.14925373,1380,1361,98.62318841,971600,2361
6037271500,82639,51.24378109,1418,842,59.37940762,1068200,1705
6037271600,77792,27.92068596,2022,624,30.86053412,1127100,1780
6037271701,79009,25.33759773,2950,730,24.74576271,807000,1649
6037271702,56531,22.97803964,1971,291,14.76407915,556700,1615
6037271801,59091,18.86904762,1797,420,23.37228715,839200,1458
6037271802,60610,14.77814448,2759,432,15.65784705,579500,1497
6037271901,81250,32.85280728,1376,560,40.69767442,900600,1619
6037271902,69638,36.27287854,1898,776,40.88514226,1058000,1311
6037272100,84557,63.36746303,1870,1386,74.11764706,907500,1626
6037272201,60955,16.58075601,1164,141,12.11340206,686100,1464
6037272202,64138,22.78325123,1624,253,15.57881773,647300,1385
6037272301,65060,35.340729,1338,570,42.60089686,767300,1518
6037272302,50865,12.4742268,2065,314,15.20581114,712500,1229
6037273100,126429,60.1,1315,894,67.98479087,1104800,2597
6037273200,81464,29.32038835,1731,876,50.60658579,1111500,1939
6037273300,61983,15.51724138,1816,663,36.50881057,1250000,1490
6037273402,42018,21.36752137,2192,316,14.41605839,1090900,1505
